ablation,task_type,dataset,model,num_clients,beta,seed,selected_candidate,test_acc,delta_acc_vs_full,mean_abs_delta_all,mean_abs_delta_morph,max_alpha_all,max_alpha_morph,entropy_alpha_all,entropy_alpha_morph
full,small,organcmnist_224,convnext,3,0.01,42,consensus,0.14447419668938657,0.0,0.017952981922361593,0.027597857846154112,0.35993605852127075,0.3543560802936554,0.9980403581153942,0.9964101449516873
full,small,organcmnist_224,convnext,3,0.1,42,morph_anchor,0.32534079844206426,0.0,0.11546088423993851,0.13162711428271398,0.5065246820449829,0.5307739973068237,0.9333869687134867,0.8944951613463744
full,small,organcmnist_224,convnext,5,0.0,42,avg,0.22334469328140213,0.0,0.047186396718025214,0.08216245591640473,0.3179659843444824,0.4054061472415924,0.974432725924765,0.9292166563194634
full,small,organcmnist_224,convnext,5,0.01,42,morph_anchor,0.17125121713729308,0.0,0.04324399173259735,0.07318375796079636,0.2717776894569397,0.311448335647583,0.9791058658019923,0.9504066809884906
full,small,organcmnist_224,convnext,5,0.1,42,morphology,0.22334469328140213,0.0,0.052949615716934205,0.08725338220596314,0.2982674241065979,0.3443356454372406,0.9746029612958932,0.9352024879457953
full,small,organcmnist_224,convnext,7,0.0,42,morphology,0.22334469328140213,0.0,0.03403561501478662,0.05725187853891022,0.22821244597434998,0.27117449045181274,0.9794978267547952,0.9457355094680493
full,small,organcmnist_224,convnext,7,0.01,42,morphology,0.22334469328140213,0.0,0.030951626750887657,0.054718466893750796,0.20630116760730743,0.24659891426563263,0.9848567502563942,0.9574412850474467
full,small,organcmnist_224,convnext,7,0.1,42,avg,0.09128529698149951,0.0,0.00982562148449372,0.008218989992628292,0.171959787607193,0.16737109422683716,0.9975480819959504,0.998304422672349
full,small,organcmnist_224,resnet,3,0.0,42,consensus,0.35443037974683544,0.0,0.06943908664915298,0.08622813555929397,0.40905535221099854,0.45709288120269775,0.9749766572609885,0.9546881911467583
full,small,organcmnist_224,resnet,3,0.01,42,morphology,0.5775316455696202,0.0,0.08496123717890845,0.11482071545388962,0.4607751667499542,0.5055643916130066,0.9645682437911222,0.9394799331738062
