ablation,task_type,dataset,model,num_clients,beta,seed,selected_candidate,test_acc,delta_acc_vs_full,mean_abs_delta_all,mean_abs_delta_morph,max_alpha_all,max_alpha_morph,entropy_alpha_all,entropy_alpha_morph
full,small,organcmnist_224,vit_t,3,0.1,42,prototype_head,0.36331548198636804,0.0,0.046873039669460714,0.07286249266730414,0.4036428928375244,0.44262704253196716,0.9873703965601415,0.9705914904102286
full,small,organcmnist_224,vit_t,5,0.0,42,prototype_head,0.30611002921129504,0.0,0.027383565306663516,0.03667190730571747,0.2546142041683197,0.2635803818702698,0.9918549426177149,0.9863369595599818
full,small,organcmnist_224,vit_t,5,0.01,42,consensus,0.13303310613437197,0.0,0.06169058620929718,0.09522424131631851,0.33861908316612244,0.40747684240341187,0.9600686028053917,0.9105427039648958
full,small,organcmnist_224,vit_t,5,0.1,42,prototype_head,0.2231012658227848,0.0,0.059680732488632204,0.08766022562980652,0.280940979719162,0.31781333684921265,0.9703149625511298,0.9373573906104594
full,small,organcmnist_224,vit_t,7,0.0,42,prototype_head,0.32826192794547226,0.0,0.04688237653094895,0.0658058624486534,0.24638687074184418,0.29713404178619385,0.96594009387354,0.9306983195923364
full,small,organcmnist_224,vit_t,7,0.01,42,prototype_head,0.23125608568646544,0.0,0.030377463722715572,0.0375275368593177,0.22568483650684357,0.26036152243614197,0.9812824329504564,0.9665720055132206
full,small,organcmnist_224,vit_t,7,0.1,42,prototype_head,0.20034079844206426,0.0,0.02312041788685078,0.04295028289970086,0.2237785905599594,0.2931831479072571,0.9871354564866043,0.9613142250853479
full,small,organsmnist_224,convnext,3,0.0,42,avg,0.23541407046561685,0.0,0.044906530115339495,0.03665684991412693,0.3846816420555115,0.37250396609306335,0.9895667994203021,0.9932706431370817
full,small,organsmnist_224,convnext,3,0.01,42,morphology,0.23541407046561685,0.0,0.07361623479260339,0.1185089564985699,0.4278051555156708,0.5110967755317688,0.9696140830242771,0.9269492988000134
full,small,organsmnist_224,convnext,3,0.1,42,morph_anchor,0.23541407046561685,0.0,0.07721805903646682,0.11448480851120418,0.42495593428611755,0.5050605535507202,0.9677744961054264,0.926472492876401
full,small,organsmnist_224,convnext,5,0.0,42,morphology,0.15214682224991502,0.0,0.03447183787822724,0.028624134659767153,0.2861796021461487,0.27151548862457275,0.9860922605698019,0.9897253236627305
full,small,organsmnist_224,convnext,5,0.01,42,specialist_client,0.049733771383255916,0.0,0.030801960229873658,0.07625058710575104,0.27139943838119507,0.3906264901161194,0.9879854944146285,0.9391836238465814
full,small,organsmnist_224,convnext,5,0.1,42,morphology,0.23541407046561685,0.0,0.04673371255397797,0.08073648929595947,0.3148518204689026,0.4018411934375763,0.9745704762178619,0.9330596495442952
full,small,organsmnist_224,convnext,7,0.0,42,specialist_client,0.28016313583323893,0.0,0.04018093128593601,0.05487807140666611,0.25156134366989136,0.32158780097961426,0.9710158306158522,0.942333065554551
full,small,organsmnist_224,convnext,7,0.01,42,avg,0.23541407046561685,0.0,0.036611492232400546,0.05273567687491981,0.22699877619743347,0.26001912355422974,0.9791674721310565,0.9559068219679523
full,small,organsmnist_224,convnext,7,0.1,42,specialist_client,0.14342358672255578,0.0,0.030212350645843815,0.03422338774009626,0.20736533403396606,0.2262975424528122,0.985901858424511,0.9806441415145668
full,small,organsmnist_224,resnet,3,0.0,42,avg,0.49529851591707263,0.0,0.10300248033470577,0.13525698747899798,0.4878370761871338,0.5362188220024109,0.9466408974675364,0.9193773026032818
full,small,organsmnist_224,resnet,3,0.01,42,avg,0.4435255466183301,0.0,0.09229949778980678,0.11289899713463253,0.4717825949192047,0.5026817917823792,0.9622202462225595,0.9445864400974805
full,small,organsmnist_224,resnet,3,0.1,42,specialist_client,0.47388693780446356,0.0,0.07214230961269802,0.05458862251705593,0.44154679775238037,0.41521626710891724,0.9769947806615814,0.9865768426434884
full,small,organsmnist_224,resnet,5,0.0,42,morphology,0.35176164042143426,0.0,0.02439803421497345,0.055936538577079774,0.24756936728954315,0.29668551683425903,0.9920933750524417,0.9706494425687933
full,small,organsmnist_224,resnet,5,0.01,42,morph_anchor,0.31177070352328085,0.0,0.044879384040832526,0.07012416362762451,0.3121984899044037,0.3110865354537964,0.96906256490398,0.9500615281338238
full,small,organsmnist_224,resnet,5,0.1,42,specialist_client,0.29183187946074546,0.0,0.07234407901763916,0.08367026686668397,0.33379825949668884,0.3745940029621124,0.9528377705221471,0.929234837795757
full,small,organsmnist_224,resnet,7,0.0,42,consensus,0.3095049280616291,0.0,0.046608067136638016,0.07090205075789471,0.210443377494812,0.23509670794010162,0.9689520591807181,0.9349961037304961
full,small,organsmnist_224,resnet,7,0.01,42,consensus,0.19451682338280277,0.0,0.04467349940416764,0.04258641532185126,0.22734136879444122,0.21559220552444458,0.9677290856063485,0.9634651816429612
full,small,organsmnist_224,resnet,7,0.1,42,specialist_client,0.3022544465843435,0.0,0.019208498451174522,0.021744156370357592,0.1778305172920227,0.16427510976791382,0.9928396208681932,0.9916798895382879
full,small,organsmnist_224,swin_tiny,3,0.0,42,specialist_client,0.15214682224991502,0.0,0.04515108135011461,0.048325522078408144,0.40105995535850525,0.3969922959804535,0.9879747930699492,0.9869238377725137
full,small,organsmnist_224,swin_tiny,3,0.01,42,prototype_head,0.25625920471281294,0.0,0.010599427753024637,0.016047014130486387,0.34608379006385803,0.35306084156036377,0.9994165499841993,0.9986423440834411
full,small,organsmnist_224,swin_tiny,3,0.1,42,prototype_head,0.23541407046561685,0.0,0.04924083418316311,0.09780280457602607,0.4071945548057556,0.4800375699996948,0.9890134990436436,0.9581455866052943
full,small,organsmnist_224,swin_tiny,5,0.0,42,prototype_head,0.11759374645972584,0.0,0.03546852827072143,0.05466217935085297,0.23780524730682373,0.2767288088798523,0.9890497181937309,0.9714149203369771
full,small,organsmnist_224,swin_tiny,5,0.01,42,morph_anchor,0.1570182394924663,0.0,0.052171688675880436,0.08315618425607682,0.2918664813041687,0.36554619669914246,0.9766351095534604,0.9375864702952948
full,small,organsmnist_224,swin_tiny,5,0.1,42,reference_delta,0.29874249461878327,0.0,0.04615886747837067,0.06698376774787904,0.28885534405708313,0.3583798110485077,0.9769733746035884,0.949280696660211
full,small,organsmnist_224,swin_tiny,7,0.0,42,prototype_head,0.2993089384841962,0.0,0.027115996546891268,0.03377373136427937,0.19193430244922638,0.22550925612449646,0.9894466248006202,0.9816159385570067
full,small,organsmnist_224,swin_tiny,7,0.01,42,prototype_head,0.24300441826215022,0.0,0.031769079973503034,0.048078558426730485,0.21288850903511047,0.25271493196487427,0.9821474203465049,0.9619029870759038
full,small,organsmnist_224,swin_tiny,7,0.1,42,consensus,0.324912201200861,0.0,0.04231360037716068,0.05981465793994008,0.22578808665275574,0.2709064781665802,0.9743267679949854,0.944380045444586
full,small,organsmnist_224,vit_t,3,0.0,42,prototype_head,0.23394131641554322,0.0,0.022312488820817728,0.05265323983298407,0.3668020963668823,0.41231322288513184,0.9970971557124262,0.9870254070381126
full,small,organsmnist_224,vit_t,3,0.01,42,prototype_head,0.3774781919111816,0.0,0.0612300501929389,0.10979969965087043,0.4251784086227417,0.4980328679084778,0.9832963082523729,0.9475937905271126
full,small,organsmnist_224,vit_t,3,0.1,42,prototype_head,0.3097315056077943,0.0,0.08906639946831597,0.10945215490129258,0.42403727769851685,0.49751153588294983,0.9587608841601543,0.9249607930168073
full,small,organsmnist_224,vit_t,5,0.0,42,prototype_head,0.33635436728220236,0.0,0.04521523654460907,0.06630503505468369,0.28770941495895386,0.3657625615596771,0.9792153613530563,0.9462127850878558
full,small,organsmnist_224,vit_t,5,0.01,42,reference_delta,0.06491446697632265,0.0,0.043267021775245676,0.09186410576105118,0.30816754698753357,0.42966026067733765,0.9780661955102453,0.9104774095591281
full,small,organsmnist_224,vit_t,5,0.1,42,prototype_head,0.30825875155772064,0.0,0.015760679244995125,0.032588332295417785,0.23940172791481018,0.28126922249794006,0.9968654155138047,0.9871621356708904
full,small,organsmnist_224,vit_t,7,0.0,42,prototype_head,0.36331709527585815,0.0,0.0458012618580643,0.06577840781941706,0.22763685882091522,0.2668585479259491,0.9691196743008219,0.9343584731877507
full,small,organsmnist_224,vit_t,7,0.01,42,prototype_head,0.23541407046561685,0.0,0.0239136561143155,0.037704713034386536,0.19704435765743256,0.24359150230884552,0.9905120527823013,0.9757798066643442
full,small,organsmnist_224,vit_t,7,0.1,42,morph_anchor,0.18817265209017786,0.0,0.023854174936304286,0.029801970233722608,0.18358413875102997,0.1856721043586731,0.991953880430015,0.9881768808181307
full,vlm,bloodmnist_224,clip-vit-base-patch32,3,0.0,42,specialist_client,0.3332358959368606,0.0,0.0500942137506273,0.04994841747813755,0.4084746539592743,0.4009634256362915,0.9868516114687924,0.9857537533170971
full,vlm,bloodmnist_224,clip-vit-base-patch32,3,0.01,42,specialist_client,0.38526746565331776,0.0,0.0073441531923082075,0.04539496037695143,0.34434956312179565,0.39900946617126465,0.9997485551667629,0.9876434923591361
full,vlm,bloodmnist_224,clip-vit-base-patch32,3,0.1,42,specialist_client,0.5878398129201988,0.0,0.09306254817379846,0.09407336844338311,0.41862016916275024,0.4305797219276428,0.95562552278747,0.9535426679953577
full,vlm,bloodmnist_224,clip-vit-base-patch32,5,0.0,42,specialist_client,0.3504823151125402,0.0,0.019953169822692872,0.034088084697723384,0.23616787791252136,0.26708802580833435,0.9948963618296264,0.9848465629482981
full,vlm,bloodmnist_224,clip-vit-base-patch32,5,0.01,42,specialist_client,0.40865244080678165,0.0,0.05124714016914368,0.04990911722183228,0.2806433439254761,0.27242136001586914,0.9752441733349915,0.9799860284124798
full,vlm,bloodmnist_224,clip-vit-base-patch32,5,0.1,42,reference_delta,0.6401636948260743,0.0,0.06253290116786957,0.06898803353309632,0.31104400753974915,0.3183824419975281,0.9619897257181225,0.9532865248306195
full,vlm,bloodmnist_224,clip-vit-base-patch32,7,0.0,42,reference_delta,0.21631102016954107,0.0,0.02708355139712898,0.03805990821244765,0.18741893768310547,0.22426153719425201,0.9882745168814103,0.9738622658226087
full,vlm,bloodmnist_224,clip-vit-base-patch32,7,0.01,42,specialist_client,0.4159602455422391,0.0,0.03240571216661103,0.03510345564204819,0.20114775002002716,0.21976296603679657,0.9799462065821353,0.9774015251833993
full,vlm,bloodmnist_224,clip-vit-base-patch32,7,0.1,42,specialist_client,0.6106401636948261,0.0,0.054116777467484375,0.06686176724579869,0.24717190861701965,0.27046433091163635,0.9566818476621496,0.9328468266152745
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,3,0.0,42,specialist_client,0.18508535489667566,0.0,0.25328611996438766,0.28195374376244015,0.7132624983787537,0.7562639117240906,0.7252636728298113,0.6567153505854499
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,3,0.01,42,specialist_client,0.1087151841868823,0.0,0.3224022231168217,0.3493369064397282,0.8169366717338562,0.8573386669158936,0.5481983755202532,0.46148350322236814
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,3,0.1,42,consensus,0.22371967654986524,0.0,0.10881692833370632,0.1361736920144823,0.4965587258338928,0.5375938415527344,0.9485442676713037,0.9201002209641465
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,5,0.0,42,specialist_client,0.1087151841868823,0.0,0.20084921836853029,0.22996342673897746,0.7021230459213257,0.7749085426330566,0.6349897510066965,0.5252161578709634
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,5,0.01,42,specialist_client,0.11859838274932614,0.0,0.09560484081506729,0.11089249342679977,0.31950604915618896,0.33861562609672546,0.9262304527341856,0.8974866280900202
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,5,0.1,42,specialist_client,0.1087151841868823,0.0,0.19890814691782,0.22768251642584802,0.697270393371582,0.7692062854766846,0.6411000616665449,0.5339910209196777
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,7,0.0,42,avg,0.11949685534591195,0.0,0.1078512018584475,0.12416040623674585,0.48443958163261414,0.5408892631530762,0.8018175541940495,0.7364862934010236
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,7,0.01,42,specialist_client,0.18238993710691823,0.0,0.07939234208695743,0.09241769987405564,0.3331599533557892,0.3597223162651062,0.9043157129747587,0.8691219716056195
full,vlm,chaoshengmnist_224,clip-vit-base-patch32,7,0.1,42,consensus,0.16981132075471697,0.0,0.11252086047007112,0.1346538697122311,0.5366801619529724,0.6141456961631775,0.7770130768764193,0.6898694866570227
full,vlm,dermamnist_224,clip-vit-base-patch32,3,0.0,42,specialist_client,0.6758104738154613,0.0,0.24897399213578963,0.2416429536210166,0.7067943215370178,0.6957977414131165,0.734874846899649,0.7480209057995002
full,vlm,dermamnist_224,clip-vit-base-patch32,3,0.01,42,specialist_client,0.6872817955112219,0.0,0.22530033853318954,0.20932403869099084,0.6712838411331177,0.6473193764686584,0.7827423965209307,0.8080118205741078
full,vlm,dermamnist_224,clip-vit-base-patch32,3,0.1,42,morphology,0.7007481296758105,0.0,0.16393470846944386,0.1705590296122763,0.45631736516952515,0.47071993350982666,0.8457019108448811,0.8299973690338948
full,vlm,dermamnist_224,clip-vit-base-patch32,5,0.0,42,specialist_client,0.6693266832917706,0.0,0.13063461154699327,0.12121296197175982,0.5265865325927734,0.5030324459075928,0.8360578670894636,0.8548995412936466
full,vlm,dermamnist_224,clip-vit-base-patch32,5,0.01,42,specialist_client,0.6957605985037406,0.0,0.13516556441783906,0.12916041582822801,0.5379139184951782,0.5229010581970215,0.8253434151208028,0.8360802860886806
full,vlm,dermamnist_224,clip-vit-base-patch32,5,0.1,42,reference_delta,0.7197007481296758,0.0,0.0984728655219078,0.09334685266017914,0.3125876188278198,0.30996739864349365,0.9068500439032243,0.9165170632595055
full,vlm,dermamnist_224,clip-vit-base-patch32,7,0.0,42,specialist_client,0.6688279301745635,0.0,0.07754240048174954,0.06993014015713515,0.4142555296421051,0.3876126706600189,0.8868482973189089,0.9040518888100639
full,vlm,dermamnist_224,clip-vit-base-patch32,7,0.01,42,specialist_client,0.6688279301745635,0.0,0.09883872997395847,0.09151703377767485,0.31597331166267395,0.3030533194541931,0.8670374894402103,0.8840798471336444
full,vlm,dermamnist_224,clip-vit-base-patch32,7,0.1,42,specialist_client,0.6678304239401496,0.0,0.0921824150243584,0.08625431107927341,0.25138184428215027,0.24827840924263,0.8884460679565594,0.9008714879962877
full,vlm,organcmnist_224,clip-vit-base-patch32,3,0.0,42,specialist_client,0.2671616358325219,0.0,0.06936269667413499,0.09302648074097103,0.437377393245697,0.4728730618953705,0.9745847186147187,0.9538468690004218
full,vlm,organcmnist_224,clip-vit-base-patch32,3,0.01,42,specialist_client,0.5527020447906524,0.0,0.08784568640920852,0.10882595347033606,0.4644376337528229,0.49657225608825684,0.9514678715377141,0.9328478361050383
full,vlm,organcmnist_224,clip-vit-base-patch32,3,0.1,42,reference_delta,0.6163583252190847,0.0,0.026910738812552553,0.03069166673554315,0.373699426651001,0.36021512746810913,0.9966460170196544,0.9955100992233381
full,vlm,organcmnist_224,clip-vit-base-patch32,5,0.0,42,specialist_client,0.37366114897760466,0.0,0.07423321843147278,0.1093600133061409,0.38244855403900146,0.4510776996612549,0.9383765811865773,0.8777128947764503
full,vlm,organcmnist_224,clip-vit-base-patch32,5,0.01,42,reference_delta,0.12731256085686465,0.0,0.02161871671676635,0.03743232369422912,0.2276681810617447,0.26077786087989807,0.9934806158404214,0.9777513488954591
full,vlm,organcmnist_224,clip-vit-base-patch32,5,0.1,42,specialist_client,0.5417478091528725,0.0,0.03599383771419525,0.04615658462047577,0.2660549283027649,0.2994081974029541,0.9854218695794698,0.9773296746683016
full,vlm,organcmnist_224,clip-vit-base-patch32,7,0.0,42,specialist_client,0.18269230769230768,0.0,0.04555315752418674,0.07015925341722916,0.21287378668785095,0.23089054226875305,0.9703853870564697,0.9322434147944539
full,vlm,organcmnist_224,clip-vit-base-patch32,7,0.01,42,specialist_client,0.27848101265822783,0.0,0.031052264632010947,0.04934170507654852,0.18849033117294312,0.20355266332626343,0.983355204645064,0.9627838134035743
full,vlm,organcmnist_224,clip-vit-base-patch32,7,0.1,42,morphology,0.35455209347614414,0.0,0.024488635209141945,0.027884977356511718,0.19011712074279785,0.20417138934135437,0.9893071358622062,0.984261464636909
full,vlm,organsmnist_224,clip-vit-base-patch32,3,0.0,42,reference_delta,0.21468222499150333,0.0,0.008119248681598246,0.05373983912997776,0.3424932360649109,0.37776827812194824,0.9996690399468215,0.9860025007934368
full,vlm,organsmnist_224,clip-vit-base-patch32,3,0.01,42,specialist_client,0.32729126543559534,0.0,0.03539601299497817,0.03467611140675014,0.38229072093963623,0.38534754514694214,0.9927823154583162,0.9944308455941073
full,vlm,organsmnist_224,clip-vit-base-patch32,3,0.1,42,specialist_client,0.5620256032627167,0.0,0.05243571268187628,0.04831298854615953,0.41198691725730896,0.40580281615257263,0.9877487541414142,0.989314933485346
full,vlm,organsmnist_224,clip-vit-base-patch32,5,0.0,42,specialist_client,0.35368754956383824,0.0,0.04655646622180939,0.07899652391672135,0.30430516600608826,0.39749130606651306,0.9765257776029614,0.9339191668780906
full,vlm,organsmnist_224,clip-vit-base-patch32,5,0.01,42,specialist_client,0.3274045542086779,0.0,0.0495413476228714,0.060084632635116576,0.29264524579048157,0.3100752830505371,0.9776271008278765,0.9616421336585353
full,vlm,organsmnist_224,clip-vit-base-patch32,5,0.1,42,specialist_client,0.3507420414636909,0.0,0.041929071247577665,0.05857014864683151,0.2561250627040863,0.25368520617485046,0.9773177162461916,0.9534124879729489
full,vlm,organsmnist_224,clip-vit-base-patch32,7,0.0,42,specialist_client,0.31358332389260224,0.0,0.04063004985147593,0.063439778071277,0.21797887980937958,0.2722069323062897,0.9701656979209943,0.937962411206562
full,vlm,organsmnist_224,clip-vit-base-patch32,7,0.01,42,reference_delta,0.22012008609946754,0.0,0.03997411274788331,0.04805168235788539,0.21759802103042603,0.25582292675971985,0.973229376109271,0.9576863213133763
full,vlm,organsmnist_224,clip-vit-base-patch32,7,0.1,42,morph_anchor,0.517729692987425,0.0,0.04983841080446633,0.05817902392270614,0.1954536736011505,0.21689701080322266,0.9648604477425056,0.9485197936766916
no_client_information,small,bloodmnist_224,convnext,3,0.0,42,avg,0.19467991815258695,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,convnext,3,0.01,42,avg,0.1373867290266004,-0.03186202864659457,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,convnext,3,0.1,42,avg,0.1373867290266004,-0.05729318912598655,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,convnext,5,0.0,42,specialist_client,0.1824028061970184,-0.012277111955568548,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,convnext,5,0.01,42,specialist_client,0.10084770534931306,-0.09383221280327389,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,convnext,5,0.1,42,avg,0.1824028061970184,-0.012277111955568548,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,convnext,7,0.0,42,avg,0.1373867290266004,-0.05729318912598655,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,convnext,7,0.01,42,avg,0.19467991815258695,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,convnext,7,0.1,42,morph_anchor,0.19467991815258695,0.012277111955568548,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,resnet,3,0.0,42,avg,0.4606840105232388,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,resnet,3,0.01,42,avg,0.45074539608301667,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,resnet,3,0.1,42,consensus,0.8599824612686349,0.00701549254603917,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,resnet,5,0.0,42,specialist_client,0.3490207541654487,0.09500146156094708,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,resnet,5,0.01,42,consensus,0.2604501607717042,-0.05027769657994735,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,resnet,5,0.1,42,avg,0.5980707395498392,0.0,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,resnet,7,0.0,42,morph_anchor,0.2513884828997369,0.024261911721718793,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,resnet,7,0.01,42,avg,0.40543700672318034,-0.048523823443437586,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,resnet,7,0.1,42,avg,0.42911429406606255,-0.166325635779012,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,swin_tiny,3,0.0,42,prototype_head,0.19467991815258695,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,swin_tiny,3,0.01,42,prototype_head,0.1373867290266004,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,swin_tiny,3,0.1,42,prototype_head,0.1373867290266004,-0.05729318912598655,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,swin_tiny,5,0.0,42,prototype_head,0.3019584916691026,0.0017538731365098204,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,swin_tiny,5,0.01,42,prototype_head,0.19847997661502484,-0.0011692487576732136,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,swin_tiny,5,0.1,42,prototype_head,0.1824028061970184,-0.06138555977784274,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,swin_tiny,7,0.0,42,prototype_head,0.26132709733995907,-0.0005846243788366068,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,swin_tiny,7,0.01,42,prototype_head,0.19467991815258695,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,swin_tiny,7,0.1,42,specialist_client,0.19467991815258695,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,vit_t,3,0.0,42,prototype_head,0.3440514469453376,-0.015200233849751554,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,vit_t,3,0.01,42,prototype_head,0.1891259865536393,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,vit_t,3,0.1,42,prototype_head,0.3235895936860567,-0.00029231218941827564,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,bloodmnist_224,vit_t,5,0.0,42,prototype_head,0.182987430575855,-0.011692487576731941,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,vit_t,5,0.01,42,prototype_head,0.3294358374744227,-0.0005846243788366068,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,vit_t,5,0.1,42,prototype_head,0.2578193510669395,-0.0014615609470914892,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,bloodmnist_224,vit_t,7,0.0,42,prototype_head,0.2569424144986846,-0.004676995030692799,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,vit_t,7,0.01,42,prototype_head,0.21806489330605086,-0.003507746273019585,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,bloodmnist_224,vit_t,7,0.1,42,prototype_head,0.31189710610932475,-0.00029231218941833115,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,chaoshengmnist_224,convnext,3,0.0,42,avg,0.10512129380053908,-0.00359389038634321,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,chaoshengmnist_224,convnext,3,0.01,42,avg,0.1734052111410602,0.0646900269541779,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,chaoshengmnist_224,convnext,3,0.1,42,avg,0.1734052111410602,0.0646900269541779,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,chaoshengmnist_224,convnext,5,0.0,42,morph_anchor,0.1087151841868823,0.0,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,chaoshengmnist_224,convnext,5,0.01,42,morphology,0.1087151841868823,0.0,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,chaoshengmnist_224,convnext,5,0.1,42,morph_anchor,0.10512129380053908,-0.00359389038634321,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,chaoshengmnist_224,convnext,7,0.0,42,avg,0.1087151841868823,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,chaoshengmnist_224,convnext,7,0.01,42,avg,0.10512129380053908,-0.00359389038634321,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,chaoshengmnist_224,convnext,7,0.1,42,avg,0.16172506738544473,0.05300988319856244,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
no_client_information,small,chaoshengmnist_224,resnet,3,0.0,42,avg,0.3710691823899371,0.05031446540880502,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,chaoshengmnist_224,resnet,3,0.01,42,avg,0.3998203054806828,0.23629829290206647,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,chaoshengmnist_224,resnet,3,0.1,42,specialist_client,0.24348607367475292,-0.265947888589398,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9999999999999998,0.9999999999999998
no_client_information,small,chaoshengmnist_224,resnet,5,0.0,42,specialist_client,0.26504941599281223,0.10512129380053908,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,chaoshengmnist_224,resnet,5,0.01,42,avg,0.20305480682839172,0.07726864330637914,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,chaoshengmnist_224,resnet,5,0.1,42,specialist_client,0.40610961365678344,0.27403414195867026,0.0,0.0,0.2,0.2,1.0000000000000002,1.0000000000000002
no_client_information,small,chaoshengmnist_224,resnet,7,0.0,42,specialist_client,0.26774483378256964,0.13387241689128482,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0000000000000004,1.0000000000000004
