module,parameter,symbol,value,task_type,dataset,model,num_clients,client_average_acc
M1,prototype head scale,s,30.0,small,organsmnist_224,resnet,3,0.553151316037914
M1,prototype head scale,s,30.0,small,organsmnist_224,resnet,5,0.5505456742570145
M1,prototype head scale,s,30.0,small,organsmnist_224,resnet,7,0.5489218685094974
M1,prototype head scale,s,30.0,small,organsmnist_224,swin_tiny,3,0.6207847135682187
M1,prototype head scale,s,30.0,small,organsmnist_224,swin_tiny,5,0.6241456138363355
M1,prototype head scale,s,30.0,small,organsmnist_224,swin_tiny,7,0.625089686945357
M1,prototype head scale,s,30.0,small,organsmnist_224,vit_t,3,0.5415203353347683
M1,prototype head scale,s,30.0,small,organsmnist_224,vit_t,5,0.5433329557040897
M1,prototype head scale,s,30.0,small,organsmnist_224,vit_t,7,0.5446924209810807
M1,prototype head scale,s,32.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,32.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,32.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,32.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,32.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,32.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,32.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,32.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,32.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,32.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,32.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,32.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,convnext,3,0.431266846361186
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,convnext,5,0.431266846361186
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,convnext,7,0.41898772087451336
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,resnet,3,0.478586403114705
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,resnet,5,0.46301287810721775
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,resnet,7,0.4719976040730758
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,swin_tiny,3,0.4716981132075472
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,swin_tiny,5,0.4824797843665768
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,swin_tiny,7,0.4779874213836478
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,vit_t,3,0.45971847858640313
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,vit_t,5,0.4549266247379455
M1,prototype head scale,s,32.0,small,chaoshengmnist_224,vit_t,7,0.45133273435160226
M1,prototype head scale,s,32.0,small,dermamnist_224,convnext,3,0.5579384871155445
M1,prototype head scale,s,32.0,small,dermamnist_224,convnext,5,0.5481296758104738
M1,prototype head scale,s,32.0,small,dermamnist_224,convnext,7,0.5564422277639235
M1,prototype head scale,s,32.0,small,dermamnist_224,resnet,3,0.6786367414796343
M1,prototype head scale,s,32.0,small,dermamnist_224,resnet,5,0.6779717373233582
M1,prototype head scale,s,32.0,small,dermamnist_224,resnet,7,0.6769742310889443
M1,prototype head scale,s,32.0,small,dermamnist_224,swin_tiny,3,0.5965087281795511
M1,prototype head scale,s,32.0,small,dermamnist_224,swin_tiny,5,0.598669991687448
M1,prototype head scale,s,32.0,small,dermamnist_224,swin_tiny,7,0.597339983374896
M1,prototype head scale,s,32.0,small,dermamnist_224,vit_t,3,0.5740648379052369
M1,prototype head scale,s,32.0,small,dermamnist_224,vit_t,5,0.5685785536159601
M1,prototype head scale,s,32.0,small,dermamnist_224,vit_t,7,0.5770573566084788
M1,prototype head scale,s,32.0,small,organcmnist_224,convnext,3,0.6507627393703344
M1,prototype head scale,s,32.0,small,organcmnist_224,convnext,5,0.648003894839338
M1,prototype head scale,s,32.0,small,organcmnist_224,convnext,7,0.6506410256410257
M1,prototype head scale,s,32.0,small,organcmnist_224,resnet,3,0.6147354754949692
M1,prototype head scale,s,32.0,small,organcmnist_224,resnet,5,0.6139240506329114
M1,prototype head scale,s,32.0,small,organcmnist_224,resnet,7,0.6143297630639403
M1,prototype head scale,s,32.0,small,organcmnist_224,swin_tiny,3,0.6800957481337229
M1,prototype head scale,s,32.0,small,organcmnist_224,swin_tiny,5,0.676768906199286
M1,prototype head scale,s,32.0,small,organcmnist_224,swin_tiny,7,0.6751054852320675
M1,prototype head scale,s,32.0,small,organcmnist_224,vit_t,3,0.5841447581953911
M1,prototype head scale,s,32.0,small,organcmnist_224,vit_t,5,0.5788704965920156
M1,prototype head scale,s,32.0,small,organcmnist_224,vit_t,7,0.5791139240506329
M1,prototype head scale,s,32.0,small,organsmnist_224,convnext,3,0.6037913976058306
M1,prototype head scale,s,32.0,small,organsmnist_224,convnext,5,0.6022431177070352
M1,prototype head scale,s,32.0,small,organsmnist_224,convnext,7,0.6040179751519957
M1,prototype head scale,s,32.0,small,organsmnist_224,resnet,3,0.5569276084740002
M1,prototype head scale,s,32.0,small,organsmnist_224,resnet,5,0.5535289452815226
M1,prototype head scale,s,32.0,small,organsmnist_224,resnet,7,0.5520184283070881
M1,prototype head scale,s,32.0,small,organsmnist_224,swin_tiny,3,0.6200672180053624
M1,prototype head scale,s,32.0,small,organsmnist_224,swin_tiny,5,0.6235414070465617
M1,prototype head scale,s,32.0,small,organsmnist_224,swin_tiny,7,0.6250141610966353
M1,prototype head scale,s,32.0,small,organsmnist_224,vit_t,3,0.5414070465616857
M1,prototype head scale,s,32.0,small,organsmnist_224,vit_t,5,0.5428420376873985
M1,prototype head scale,s,32.0,small,organsmnist_224,vit_t,7,0.5447679468298025
M1,prototype head scale,s,35.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,35.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,35.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,35.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,35.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,35.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,35.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,35.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,35.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,35.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,35.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,35.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,convnext,3,0.4318658280922432
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,convnext,5,0.4303683737646002
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,convnext,7,0.4192872117400419
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,resnet,3,0.480083857442348
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,resnet,5,0.46241389637616054
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,resnet,7,0.4716981132075472
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,swin_tiny,3,0.4719976040730758
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,swin_tiny,5,0.4827792752321054
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,swin_tiny,7,0.478586403114705
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,vit_t,3,0.4612159329140461
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,vit_t,5,0.45432764300688827
M1,prototype head scale,s,35.0,small,chaoshengmnist_224,vit_t,7,0.45103324348607365
M1,prototype head scale,s,35.0,small,dermamnist_224,convnext,3,0.5529509559434747
M1,prototype head scale,s,35.0,small,dermamnist_224,convnext,5,0.542310889443059
M1,prototype head scale,s,35.0,small,dermamnist_224,convnext,7,0.5492934330839568
M1,prototype head scale,s,35.0,small,dermamnist_224,resnet,3,0.6771404821280133
M1,prototype head scale,s,35.0,small,dermamnist_224,resnet,5,0.6768079800498753
M1,prototype head scale,s,35.0,small,dermamnist_224,resnet,7,0.6769742310889443
M1,prototype head scale,s,35.0,small,dermamnist_224,swin_tiny,3,0.5881961762261014
M1,prototype head scale,s,35.0,small,dermamnist_224,swin_tiny,5,0.5908561928512053
M1,prototype head scale,s,35.0,small,dermamnist_224,swin_tiny,7,0.5903574397339983
M1,prototype head scale,s,35.0,small,dermamnist_224,vit_t,3,0.570407315045719
M1,prototype head scale,s,35.0,small,dermamnist_224,vit_t,5,0.5645885286783042
M1,prototype head scale,s,35.0,small,dermamnist_224,vit_t,7,0.5722360764754779
M1,prototype head scale,s,35.0,small,organcmnist_224,convnext,3,0.6509250243427459
M1,prototype head scale,s,35.0,small,organcmnist_224,convnext,5,0.6486124634858812
M1,prototype head scale,s,35.0,small,organcmnist_224,convnext,7,0.6511278805582603
M1,prototype head scale,s,35.0,small,organcmnist_224,resnet,3,0.6185897435897436
M1,prototype head scale,s,35.0,small,organcmnist_224,resnet,5,0.6168451801363194
M1,prototype head scale,s,35.0,small,organcmnist_224,resnet,7,0.6174537487828626
M1,prototype head scale,s,35.0,small,organcmnist_224,swin_tiny,3,0.6788786108406362
M1,prototype head scale,s,35.0,small,organcmnist_224,swin_tiny,5,0.6758763388510224
M1,prototype head scale,s,35.0,small,organcmnist_224,swin_tiny,7,0.6738477766958779
M1,prototype head scale,s,35.0,small,organcmnist_224,vit_t,3,0.5837390457643622
M1,prototype head scale,s,35.0,small,organcmnist_224,vit_t,5,0.5784242129178838
M1,prototype head scale,s,35.0,small,organcmnist_224,vit_t,7,0.5790327815644272
M1,prototype head scale,s,35.0,small,organsmnist_224,convnext,3,0.6034137683622219
M1,prototype head scale,s,35.0,small,organsmnist_224,convnext,5,0.6023941694044787
M1,prototype head scale,s,35.0,small,organsmnist_224,convnext,7,0.6039802122276349
M1,prototype head scale,s,35.0,small,organsmnist_224,resnet,3,0.5599486424228692
M1,prototype head scale,s,35.0,small,organsmnist_224,resnet,5,0.5571541860201654
M1,prototype head scale,s,35.0,small,organsmnist_224,resnet,7,0.5565499792303916
M1,prototype head scale,s,35.0,small,organsmnist_224,swin_tiny,3,0.6186699898040104
M1,prototype head scale,s,35.0,small,organsmnist_224,swin_tiny,5,0.6221064159208489
M1,prototype head scale,s,35.0,small,organsmnist_224,swin_tiny,7,0.6235414070465617
M1,prototype head scale,s,35.0,small,organsmnist_224,vit_t,3,0.5409161285449945
M1,prototype head scale,s,35.0,small,organsmnist_224,vit_t,5,0.5425021713681507
M1,prototype head scale,s,35.0,small,organsmnist_224,vit_t,7,0.544352554661833
M1,prototype head scale,s,37.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,37.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,37.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,37.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,37.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,37.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,37.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,37.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,37.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,37.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,37.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,37.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,convnext,3,0.43186582809224316
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,convnext,5,0.4300688828990716
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,convnext,7,0.41898772087451336
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,resnet,3,0.478586403114705
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,resnet,5,0.4618149146451033
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,resnet,7,0.47020065887990414
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,swin_tiny,3,0.47379454926624737
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,swin_tiny,5,0.4839772386942198
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,swin_tiny,7,0.4806828391734052
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,vit_t,3,0.45971847858640313
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,vit_t,5,0.4546271338724169
M1,prototype head scale,s,37.0,small,chaoshengmnist_224,vit_t,7,0.4498352800239593
M1,prototype head scale,s,37.0,small,dermamnist_224,convnext,3,0.5481296758104739
M1,prototype head scale,s,37.0,small,dermamnist_224,convnext,5,0.5374896093100582
M1,prototype head scale,s,37.0,small,dermamnist_224,convnext,7,0.5439733998337489
M1,prototype head scale,s,37.0,small,dermamnist_224,resnet,3,0.6751454696591853
M1,prototype head scale,s,37.0,small,dermamnist_224,resnet,5,0.6769742310889443
M1,prototype head scale,s,37.0,small,dermamnist_224,resnet,7,0.6761429758935993
M1,prototype head scale,s,37.0,small,dermamnist_224,swin_tiny,3,0.5838736492103076
M1,prototype head scale,s,37.0,small,dermamnist_224,swin_tiny,5,0.5863674147963425
M1,prototype head scale,s,37.0,small,dermamnist_224,swin_tiny,7,0.5863674147963425
M1,prototype head scale,s,37.0,small,dermamnist_224,vit_t,3,0.5675810473815461
M1,prototype head scale,s,37.0,small,dermamnist_224,vit_t,5,0.5630922693266833
M1,prototype head scale,s,37.0,small,dermamnist_224,vit_t,7,0.5695760598503741
M1,prototype head scale,s,37.0,small,organcmnist_224,convnext,3,0.6498701720220708
M1,prototype head scale,s,37.0,small,organcmnist_224,convnext,5,0.6479227523531321
M1,prototype head scale,s,37.0,small,organcmnist_224,convnext,7,0.6503570269393054
M1,prototype head scale,s,37.0,small,organcmnist_224,resnet,3,0.6198474521259332
M1,prototype head scale,s,37.0,small,organcmnist_224,resnet,5,0.6185491723466408
M1,prototype head scale,s,37.0,small,organcmnist_224,resnet,7,0.6189954560207724
M1,prototype head scale,s,37.0,small,organcmnist_224,swin_tiny,3,0.6784323271665044
M1,prototype head scale,s,37.0,small,organcmnist_224,swin_tiny,5,0.6749026290165531
M1,prototype head scale,s,37.0,small,organcmnist_224,swin_tiny,7,0.6737260629665693
M1,prototype head scale,s,37.0,small,organcmnist_224,vit_t,3,0.5833739045764362
M1,prototype head scale,s,37.0,small,organcmnist_224,vit_t,5,0.5781807854592665
M1,prototype head scale,s,37.0,small,organcmnist_224,vit_t,7,0.5786676403765012
M1,prototype head scale,s,37.0,small,organsmnist_224,convnext,3,0.602847324496809
M1,prototype head scale,s,37.0,small,organsmnist_224,convnext,5,0.601752199690344
M1,prototype head scale,s,37.0,small,organsmnist_224,convnext,7,0.6035648200596654
M1,prototype head scale,s,37.0,small,organsmnist_224,resnet,3,0.5619500774139949
M1,prototype head scale,s,37.0,small,organsmnist_224,resnet,5,0.5590045693138477
M1,prototype head scale,s,37.0,small,organsmnist_224,resnet,7,0.5584758883727956
M1,prototype head scale,s,37.0,small,organsmnist_224,swin_tiny,3,0.6176503908462672
M1,prototype head scale,s,37.0,small,organsmnist_224,swin_tiny,5,0.6215022091310751
M1,prototype head scale,s,37.0,small,organsmnist_224,swin_tiny,7,0.622899437332427
M1,prototype head scale,s,37.0,small,organsmnist_224,vit_t,3,0.5412937577886031
M1,prototype head scale,s,37.0,small,organsmnist_224,vit_t,5,0.5420867792001812
M1,prototype head scale,s,37.0,small,organsmnist_224,vit_t,7,0.5442392658887504
M1,prototype head scale,s,40.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,40.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,40.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,40.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,40.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,40.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,40.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,40.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,40.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,40.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,40.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,40.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M1,prototype head scale,s,40.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M1,prototype head scale,s,40.0,small,dermamnist_224,convnext,3,0.542809642560266
M1,prototype head scale,s,40.0,small,dermamnist_224,convnext,5,0.5300083125519535
M1,prototype head scale,s,40.0,small,dermamnist_224,convnext,7,0.5381546134663342
M1,prototype head scale,s,40.0,small,dermamnist_224,resnet,3,0.6766417290108063
M1,prototype head scale,s,40.0,small,dermamnist_224,resnet,5,0.6778054862842893
M1,prototype head scale,s,40.0,small,dermamnist_224,resnet,7,0.6766417290108063
M1,prototype head scale,s,40.0,small,dermamnist_224,swin_tiny,3,0.5785536159600997
M1,prototype head scale,s,40.0,small,dermamnist_224,swin_tiny,5,0.5785536159600997
M1,prototype head scale,s,40.0,small,dermamnist_224,swin_tiny,7,0.5805486284289276
M1,prototype head scale,s,40.0,small,dermamnist_224,vit_t,3,0.5635910224438903
M1,prototype head scale,s,40.0,small,dermamnist_224,vit_t,5,0.5589359933499585
M1,prototype head scale,s,40.0,small,dermamnist_224,vit_t,7,0.5649210307564422
M1,prototype head scale,s,40.0,small,organcmnist_224,convnext,3,0.6500730282375852
M1,prototype head scale,s,40.0,small,organcmnist_224,convnext,5,0.6480444660824407
M1,prototype head scale,s,40.0,small,organcmnist_224,convnext,7,0.6505598831548198
M1,prototype head scale,s,40.0,small,organcmnist_224,resnet,3,0.6217948717948718
M1,prototype head scale,s,40.0,small,organcmnist_224,resnet,5,0.6213891593638429
M1,prototype head scale,s,40.0,small,organcmnist_224,resnet,7,0.6212268743914313
M1,prototype head scale,s,40.0,small,organcmnist_224,swin_tiny,3,0.6775803310613437
M1,prototype head scale,s,40.0,small,organcmnist_224,swin_tiny,5,0.6749026290165531
M1,prototype head scale,s,40.0,small,organcmnist_224,swin_tiny,7,0.6728740668614086
M1,prototype head scale,s,40.0,small,organcmnist_224,vit_t,3,0.5843881856540084
M1,prototype head scale,s,40.0,small,organcmnist_224,vit_t,5,0.5791139240506329
M1,prototype head scale,s,40.0,small,organcmnist_224,vit_t,7,0.5788299253489126
M1,prototype head scale,s,40.0,small,organsmnist_224,convnext,3,0.6023564064801178
M1,prototype head scale,s,40.0,small,organsmnist_224,convnext,5,0.6012235187492919
M1,prototype head scale,s,40.0,small,organsmnist_224,convnext,7,0.6029983761942525
M1,prototype head scale,s,40.0,small,organsmnist_224,resnet,3,0.5626675729768513
M1,prototype head scale,s,40.0,small,organsmnist_224,resnet,5,0.5603640345908387
M1,prototype head scale,s,40.0,small,organsmnist_224,resnet,7,0.5599108794985084
M1,prototype head scale,s,40.0,small,organsmnist_224,swin_tiny,3,0.616593028964163
M1,prototype head scale,s,40.0,small,organsmnist_224,swin_tiny,5,0.6209357652656622
M1,prototype head scale,s,40.0,small,organsmnist_224,swin_tiny,7,0.6220308900721272
M1,prototype head scale,s,40.0,small,organsmnist_224,vit_t,3,0.5408406026962728
M1,prototype head scale,s,40.0,small,organsmnist_224,vit_t,5,0.5429175635361202
M1,prototype head scale,s,40.0,small,organsmnist_224,vit_t,7,0.5442770288131112
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M2,long-tail calibration strength,lambda,2.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M2,long-tail calibration strength,lambda,2.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,convnext,3,0.5276807980049876
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,convnext,5,0.514546965918537
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,convnext,7,0.5248545303408146
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,resnet,3,0.6694929343308396
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,resnet,5,0.6693266832917706
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,resnet,7,0.6694929343308396
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,swin_tiny,3,0.5684123025768911
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,swin_tiny,5,0.5675810473815461
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,swin_tiny,7,0.5692435577722361
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,vit_t,3,0.5539484621778886
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,vit_t,5,0.5464671654197839
M2,long-tail calibration strength,lambda,2.0,small,dermamnist_224,vit_t,7,0.5572734829592685
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,convnext,3,0.650113599480688
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,convnext,5,0.6480038948393378
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,convnext,7,0.6503164556962026
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,resnet,3,0.6229714378448555
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,resnet,5,0.6231337228172671
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,resnet,7,0.6219977280103862
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,swin_tiny,3,0.6750649139889646
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,swin_tiny,5,0.6717380720545277
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,swin_tiny,7,0.6703586497890296
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,vit_t,3,0.5836984745212593
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,vit_t,5,0.578383641674781
M2,long-tail calibration strength,lambda,2.0,small,organcmnist_224,vit_t,7,0.578383641674781
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,convnext,3,0.6008458895056833
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,convnext,5,0.5999395793210226
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,convnext,7,0.6017899626147049
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,resnet,3,0.5651221630603074
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,resnet,5,0.5623277066576036
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,resnet,7,0.5626298100524905
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,swin_tiny,3,0.6156111929307806
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,swin_tiny,5,0.6190476190476191
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,swin_tiny,7,0.6197651146104755
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,vit_t,3,0.5409538914693554
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,vit_t,5,0.5429930893848419
M2,long-tail calibration strength,lambda,2.0,small,organsmnist_224,vit_t,7,0.5443147917374721
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
