module,parameter,symbol,value,task_type,dataset,model,num_clients,client_average_acc
M1,prototype head scale,s,17.0,small,dermamnist_224,convnext,3,0.6121363258520366
M1,prototype head scale,s,17.0,small,dermamnist_224,convnext,5,0.6074812967581047
M1,prototype head scale,s,17.0,small,dermamnist_224,convnext,7,0.6094763092269326
M1,prototype head scale,s,17.0,small,dermamnist_224,resnet,3,0.6686616791354946
M1,prototype head scale,s,17.0,small,dermamnist_224,resnet,5,0.6684954280964256
M1,prototype head scale,s,17.0,small,dermamnist_224,resnet,7,0.6681629260182875
M1,prototype head scale,s,17.0,small,dermamnist_224,swin_tiny,3,0.6470490440565253
M1,prototype head scale,s,17.0,small,dermamnist_224,swin_tiny,5,0.6478802992518703
M1,prototype head scale,s,17.0,small,dermamnist_224,swin_tiny,7,0.6475477971737323
M1,prototype head scale,s,17.0,small,dermamnist_224,vit_t,3,0.6156275976724854
M1,prototype head scale,s,17.0,small,dermamnist_224,vit_t,5,0.6139650872817956
M1,prototype head scale,s,17.0,small,dermamnist_224,vit_t,7,0.6221113881961762
M1,prototype head scale,s,17.0,small,organcmnist_224,convnext,3,0.6527913015254787
M1,prototype head scale,s,17.0,small,organcmnist_224,convnext,5,0.6507221681272314
M1,prototype head scale,s,17.0,small,organcmnist_224,convnext,7,0.6526290165530672
M1,prototype head scale,s,17.0,small,organcmnist_224,resnet,3,0.5775316455696202
M1,prototype head scale,s,17.0,small,organcmnist_224,resnet,5,0.575787082116196
M1,prototype head scale,s,17.0,small,organcmnist_224,resnet,7,0.5748539435248295
M1,prototype head scale,s,17.0,small,organcmnist_224,swin_tiny,3,0.6855728659526128
M1,prototype head scale,s,17.0,small,organcmnist_224,swin_tiny,5,0.6822865952612788
M1,prototype head scale,s,17.0,small,organcmnist_224,swin_tiny,7,0.6809071729957806
M1,prototype head scale,s,17.0,small,organcmnist_224,vit_t,3,0.5866196040246673
M1,prototype head scale,s,17.0,small,organcmnist_224,vit_t,5,0.5813453424212918
M1,prototype head scale,s,17.0,small,organcmnist_224,vit_t,7,0.581994482310938
M1,prototype head scale,s,17.0,small,organsmnist_224,convnext,3,0.6068879574034213
M1,prototype head scale,s,17.0,small,organsmnist_224,convnext,5,0.6074544012688342
M1,prototype head scale,s,17.0,small,organsmnist_224,convnext,7,0.6075299271175559
M1,prototype head scale,s,17.0,small,organsmnist_224,resnet,3,0.5014916355122541
M1,prototype head scale,s,17.0,small,organsmnist_224,resnet,5,0.49979230391601526
M1,prototype head scale,s,17.0,small,organsmnist_224,resnet,7,0.4940523394131642
M1,prototype head scale,s,17.0,small,organsmnist_224,swin_tiny,3,0.625920471281296
M1,prototype head scale,s,17.0,small,organsmnist_224,swin_tiny,5,0.6275442770288131
M1,prototype head scale,s,17.0,small,organsmnist_224,swin_tiny,7,0.6273554624070088
M1,prototype head scale,s,17.0,small,organsmnist_224,vit_t,3,0.5452588648464937
M1,prototype head scale,s,17.0,small,organsmnist_224,vit_t,5,0.5472225369132585
M1,prototype head scale,s,17.0,small,organsmnist_224,vit_t,7,0.5483931875684454
M1,prototype head scale,s,20.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,20.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,20.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,20.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,20.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,20.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,20.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,20.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,20.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,20.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,20.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,20.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M1,prototype head scale,s,20.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M1,prototype head scale,s,20.0,small,dermamnist_224,convnext,3,0.6036575228595179
M1,prototype head scale,s,20.0,small,dermamnist_224,convnext,5,0.5935162094763092
M1,prototype head scale,s,20.0,small,dermamnist_224,convnext,7,0.598836242726517
M1,prototype head scale,s,20.0,small,dermamnist_224,resnet,3,0.6733167082294265
M1,prototype head scale,s,20.0,small,dermamnist_224,resnet,5,0.6736492103075644
M1,prototype head scale,s,20.0,small,dermamnist_224,resnet,7,0.6731504571903575
M1,prototype head scale,s,20.0,small,dermamnist_224,swin_tiny,3,0.6392352452202826
M1,prototype head scale,s,20.0,small,dermamnist_224,swin_tiny,5,0.6402327514546966
M1,prototype head scale,s,20.0,small,dermamnist_224,swin_tiny,7,0.6394014962593516
M1,prototype head scale,s,20.0,small,dermamnist_224,vit_t,3,0.6013300083125519
M1,prototype head scale,s,20.0,small,dermamnist_224,vit_t,5,0.6011637572734829
M1,prototype head scale,s,20.0,small,dermamnist_224,vit_t,7,0.6061512884455528
M1,prototype head scale,s,20.0,small,organcmnist_224,convnext,3,0.6522638753651412
M1,prototype head scale,s,20.0,small,organcmnist_224,convnext,5,0.6500324569944823
M1,prototype head scale,s,20.0,small,organcmnist_224,convnext,7,0.6517364492048037
M1,prototype head scale,s,20.0,small,organcmnist_224,resnet,3,0.5933138591366439
M1,prototype head scale,s,20.0,small,organcmnist_224,resnet,5,0.5908795845504706
M1,prototype head scale,s,20.0,small,organcmnist_224,resnet,7,0.5906767283349562
M1,prototype head scale,s,20.0,small,organcmnist_224,swin_tiny,3,0.6848020123336579
M1,prototype head scale,s,20.0,small,organcmnist_224,swin_tiny,5,0.6815563128854268
M1,prototype head scale,s,20.0,small,organcmnist_224,swin_tiny,7,0.6803391755923401
M1,prototype head scale,s,20.0,small,organcmnist_224,vit_t,3,0.5863356053229472
M1,prototype head scale,s,20.0,small,organcmnist_224,vit_t,5,0.581264199935086
M1,prototype head scale,s,20.0,small,organcmnist_224,vit_t,7,0.5811019149626745
M1,prototype head scale,s,20.0,small,organsmnist_224,convnext,3,0.6061704618405649
M1,prototype head scale,s,20.0,small,organsmnist_224,convnext,5,0.6057173067482345
M1,prototype head scale,s,20.0,small,organsmnist_224,convnext,7,0.6071900607983082
M1,prototype head scale,s,20.0,small,organsmnist_224,resnet,3,0.5198066538272724
M1,prototype head scale,s,20.0,small,organsmnist_224,resnet,5,0.5191646841131378
M1,prototype head scale,s,20.0,small,organsmnist_224,resnet,7,0.513349193761565
M1,prototype head scale,s,20.0,small,organsmnist_224,swin_tiny,3,0.6259582342056569
M1,prototype head scale,s,20.0,small,organsmnist_224,swin_tiny,5,0.6278086174993391
M1,prototype head scale,s,20.0,small,organsmnist_224,swin_tiny,7,0.6285261130621955
M1,prototype head scale,s,20.0,small,organsmnist_224,vit_t,3,0.5431819040066462
M1,prototype head scale,s,20.0,small,organsmnist_224,vit_t,5,0.5458630716362675
M1,prototype head scale,s,20.0,small,organsmnist_224,vit_t,7,0.546807144745289
M1,prototype head scale,s,22.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,22.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,22.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,22.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,22.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,22.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,22.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,22.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,22.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,22.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,22.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,22.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,convnext,3,0.4303683737646002
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,convnext,5,0.42917041030248576
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,convnext,7,0.4192872117400419
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,resnet,3,0.480083857442348
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,resnet,5,0.4639113507038035
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,resnet,7,0.47289607666966155
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,swin_tiny,3,0.4719976040730758
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,swin_tiny,5,0.48277927523210545
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,swin_tiny,7,0.4782869122491764
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,vit_t,3,0.4582210242587601
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,vit_t,5,0.4537286612758311
M1,prototype head scale,s,22.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M1,prototype head scale,s,22.0,small,dermamnist_224,convnext,3,0.5945137157107232
M1,prototype head scale,s,22.0,small,dermamnist_224,convnext,5,0.5838736492103076
M1,prototype head scale,s,22.0,small,dermamnist_224,convnext,7,0.5898586866167914
M1,prototype head scale,s,22.0,small,dermamnist_224,resnet,3,0.6748129675810474
M1,prototype head scale,s,22.0,small,dermamnist_224,resnet,5,0.6754779717373234
M1,prototype head scale,s,22.0,small,dermamnist_224,resnet,7,0.6759767248545303
M1,prototype head scale,s,22.0,small,dermamnist_224,swin_tiny,3,0.6320864505403159
M1,prototype head scale,s,22.0,small,dermamnist_224,swin_tiny,5,0.630756442227764
M1,prototype head scale,s,22.0,small,dermamnist_224,swin_tiny,7,0.6317539484621779
M1,prototype head scale,s,22.0,small,dermamnist_224,vit_t,3,0.5951787198669992
M1,prototype head scale,s,22.0,small,dermamnist_224,vit_t,5,0.5938487115544472
M1,prototype head scale,s,22.0,small,dermamnist_224,vit_t,7,0.598836242726517
M1,prototype head scale,s,22.0,small,organcmnist_224,convnext,3,0.6517770204479065
M1,prototype head scale,s,22.0,small,organcmnist_224,convnext,5,0.6497078870496592
M1,prototype head scale,s,22.0,small,organcmnist_224,convnext,7,0.6515335929892891
M1,prototype head scale,s,22.0,small,organcmnist_224,resnet,3,0.5993589743589743
M1,prototype head scale,s,22.0,small,organcmnist_224,resnet,5,0.5975332684193444
M1,prototype head scale,s,22.0,small,organcmnist_224,resnet,7,0.596924699772801
M1,prototype head scale,s,22.0,small,organcmnist_224,swin_tiny,3,0.6830168776371308
M1,prototype head scale,s,22.0,small,organcmnist_224,swin_tiny,5,0.6798117494320026
M1,prototype head scale,s,22.0,small,organcmnist_224,swin_tiny,7,0.6790003245699449
M1,prototype head scale,s,22.0,small,organcmnist_224,vit_t,3,0.5860921778643298
M1,prototype head scale,s,22.0,small,organcmnist_224,vit_t,5,0.5806962025316456
M1,prototype head scale,s,22.0,small,organcmnist_224,vit_t,7,0.5809396299902628
M1,prototype head scale,s,22.0,small,organsmnist_224,convnext,3,0.6062082247649258
M1,prototype head scale,s,22.0,small,organsmnist_224,convnext,5,0.605604017975152
M1,prototype head scale,s,22.0,small,organsmnist_224,convnext,7,0.6065858540085344
M1,prototype head scale,s,22.0,small,organsmnist_224,resnet,3,0.5293606736905706
M1,prototype head scale,s,22.0,small,organsmnist_224,resnet,5,0.527057135304558
M1,prototype head scale,s,22.0,small,organsmnist_224,resnet,7,0.5234696574902761
M1,prototype head scale,s,22.0,small,organsmnist_224,swin_tiny,3,0.6260337600543786
M1,prototype head scale,s,22.0,small,organsmnist_224,swin_tiny,5,0.6272421736339262
M1,prototype head scale,s,22.0,small,organsmnist_224,swin_tiny,7,0.6290547940032476
M1,prototype head scale,s,22.0,small,organsmnist_224,vit_t,3,0.5433329557040897
M1,prototype head scale,s,22.0,small,organsmnist_224,vit_t,5,0.5456742570144631
M1,prototype head scale,s,22.0,small,organsmnist_224,vit_t,7,0.5471470110645369
M1,prototype head scale,s,25.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,25.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,25.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,25.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,25.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,25.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,25.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,25.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,25.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,25.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,25.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,25.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,convnext,3,0.42946990116801437
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,convnext,5,0.4285714285714286
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,convnext,7,0.41778975741239893
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,resnet,3,0.4776879305181192
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,resnet,5,0.4630128781072177
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,resnet,7,0.47079964061096136
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,swin_tiny,3,0.474094040131776
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,swin_tiny,5,0.48487571129080564
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,swin_tiny,7,0.47948487571129084
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,vit_t,3,0.4606169511829889
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,vit_t,5,0.4555256064690027
M1,prototype head scale,s,25.0,small,chaoshengmnist_224,vit_t,7,0.45103324348607365
M1,prototype head scale,s,25.0,small,dermamnist_224,convnext,3,0.5813798836242726
M1,prototype head scale,s,25.0,small,dermamnist_224,convnext,5,0.572734829592685
M1,prototype head scale,s,25.0,small,dermamnist_224,convnext,7,0.5770573566084788
M1,prototype head scale,s,25.0,small,dermamnist_224,resnet,3,0.6781379883624272
M1,prototype head scale,s,25.0,small,dermamnist_224,resnet,5,0.6786367414796343
M1,prototype head scale,s,25.0,small,dermamnist_224,resnet,7,0.6781379883624273
M1,prototype head scale,s,25.0,small,dermamnist_224,swin_tiny,3,0.6186201163757273
M1,prototype head scale,s,25.0,small,dermamnist_224,swin_tiny,5,0.6189526184538653
M1,prototype head scale,s,25.0,small,dermamnist_224,swin_tiny,7,0.6191188694929344
M1,prototype head scale,s,25.0,small,dermamnist_224,vit_t,3,0.5870324189526185
M1,prototype head scale,s,25.0,small,dermamnist_224,vit_t,5,0.5842061512884456
M1,prototype head scale,s,25.0,small,dermamnist_224,vit_t,7,0.5920199501246883
M1,prototype head scale,s,25.0,small,organcmnist_224,convnext,3,0.6506004543979227
M1,prototype head scale,s,25.0,small,organcmnist_224,convnext,5,0.6486530347289841
M1,prototype head scale,s,25.0,small,organcmnist_224,convnext,7,0.6503570269393054
M1,prototype head scale,s,25.0,small,organcmnist_224,resnet,3,0.6065806556312886
M1,prototype head scale,s,25.0,small,organcmnist_224,resnet,5,0.6049983771502759
M1,prototype head scale,s,25.0,small,organcmnist_224,resnet,7,0.604592664719247
M1,prototype head scale,s,25.0,small,organcmnist_224,swin_tiny,3,0.6820837390457644
M1,prototype head scale,s,25.0,small,organcmnist_224,swin_tiny,5,0.678188899707887
M1,prototype head scale,s,25.0,small,organcmnist_224,swin_tiny,7,0.6776209023044466
M1,prototype head scale,s,25.0,small,organcmnist_224,vit_t,3,0.5853213242453749
M1,prototype head scale,s,25.0,small,organcmnist_224,vit_t,5,0.5799253489126907
M1,prototype head scale,s,25.0,small,organcmnist_224,vit_t,7,0.5802904901006167
M1,prototype head scale,s,25.0,small,organsmnist_224,convnext,3,0.6048109965635738
M1,prototype head scale,s,25.0,small,organsmnist_224,convnext,5,0.603942449303274
M1,prototype head scale,s,25.0,small,organsmnist_224,convnext,7,0.6053396775046259
M1,prototype head scale,s,25.0,small,organsmnist_224,resnet,3,0.5412937577886031
M1,prototype head scale,s,25.0,small,organsmnist_224,resnet,5,0.5398587666628903
M1,prototype head scale,s,25.0,small,organsmnist_224,resnet,7,0.5368754956383822
M1,prototype head scale,s,25.0,small,organsmnist_224,swin_tiny,3,0.6240323250632529
M1,prototype head scale,s,25.0,small,organsmnist_224,swin_tiny,5,0.6258827083569352
M1,prototype head scale,s,25.0,small,organsmnist_224,swin_tiny,7,0.6273176994826479
M1,prototype head scale,s,25.0,small,organsmnist_224,vit_t,3,0.5430308523092028
M1,prototype head scale,s,25.0,small,organsmnist_224,vit_t,5,0.5446924209810807
M1,prototype head scale,s,25.0,small,organsmnist_224,vit_t,7,0.5463539896529587
M1,prototype head scale,s,27.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,27.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,27.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,27.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,27.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,27.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,27.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,27.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,27.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,27.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,27.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,27.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,convnext,3,0.4300688828990716
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,convnext,5,0.42917041030248576
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,convnext,7,0.41838873914345615
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,resnet,3,0.4788858939802336
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,resnet,5,0.46241389637616054
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,resnet,7,0.4716981132075472
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,swin_tiny,3,0.4746930218628332
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,swin_tiny,5,0.4857741838873914
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,swin_tiny,7,0.4809823300389338
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,vit_t,3,0.4606169511829889
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,vit_t,5,0.4549266247379455
M1,prototype head scale,s,27.0,small,chaoshengmnist_224,vit_t,7,0.45043426175501644
M1,prototype head scale,s,27.0,small,dermamnist_224,convnext,3,0.5745635910224439
M1,prototype head scale,s,27.0,small,dermamnist_224,convnext,5,0.5670822942643391
M1,prototype head scale,s,27.0,small,dermamnist_224,convnext,7,0.569908561928512
M1,prototype head scale,s,27.0,small,dermamnist_224,resnet,3,0.6771404821280133
M1,prototype head scale,s,27.0,small,dermamnist_224,resnet,5,0.6778054862842893
M1,prototype head scale,s,27.0,small,dermamnist_224,resnet,7,0.6776392352452203
M1,prototype head scale,s,27.0,small,dermamnist_224,swin_tiny,3,0.6121363258520366
M1,prototype head scale,s,27.0,small,dermamnist_224,swin_tiny,5,0.6126350789692436
M1,prototype head scale,s,27.0,small,dermamnist_224,swin_tiny,7,0.6141313383208645
M1,prototype head scale,s,27.0,small,dermamnist_224,vit_t,3,0.5832086450540316
M1,prototype head scale,s,27.0,small,dermamnist_224,vit_t,5,0.5787198669991688
M1,prototype head scale,s,27.0,small,dermamnist_224,vit_t,7,0.5871986699916875
M1,prototype head scale,s,27.0,small,organcmnist_224,convnext,3,0.6505598831548198
M1,prototype head scale,s,27.0,small,organcmnist_224,convnext,5,0.6487747484582927
M1,prototype head scale,s,27.0,small,organcmnist_224,convnext,7,0.6502758844530996
M1,prototype head scale,s,27.0,small,organcmnist_224,resnet,3,0.6098263550795197
M1,prototype head scale,s,27.0,small,organcmnist_224,resnet,5,0.6084875040571243
M1,prototype head scale,s,27.0,small,organcmnist_224,resnet,7,0.6077572216812723
M1,prototype head scale,s,27.0,small,organcmnist_224,swin_tiny,3,0.6822865952612789
M1,prototype head scale,s,27.0,small,organcmnist_224,swin_tiny,5,0.6779860434923726
M1,prototype head scale,s,27.0,small,organcmnist_224,swin_tiny,7,0.6773369036027264
M1,prototype head scale,s,27.0,small,organcmnist_224,vit_t,3,0.5847533268419344
M1,prototype head scale,s,27.0,small,organcmnist_224,vit_t,5,0.5795602077247647
M1,prototype head scale,s,27.0,small,organcmnist_224,vit_t,7,0.5798036351833821
M1,prototype head scale,s,27.0,small,organsmnist_224,convnext,3,0.6043200785468826
M1,prototype head scale,s,27.0,small,organsmnist_224,convnext,5,0.6036025829840262
M1,prototype head scale,s,27.0,small,organsmnist_224,convnext,7,0.6048109965635738
M1,prototype head scale,s,27.0,small,organsmnist_224,resnet,3,0.5465805671991238
M1,prototype head scale,s,27.0,small,organsmnist_224,resnet,5,0.5445036063592764
M1,prototype head scale,s,27.0,small,organsmnist_224,resnet,7,0.5422378308976247
M1,prototype head scale,s,27.0,small,organsmnist_224,swin_tiny,3,0.622635096861901
M1,prototype head scale,s,27.0,small,organsmnist_224,swin_tiny,5,0.6251652127940788
M1,prototype head scale,s,27.0,small,organsmnist_224,swin_tiny,7,0.6265246780710698
M1,prototype head scale,s,27.0,small,organsmnist_224,vit_t,3,0.5425399342925116
M1,prototype head scale,s,27.0,small,organsmnist_224,vit_t,5,0.5440126883425852
M1,prototype head scale,s,27.0,small,organsmnist_224,vit_t,7,0.5459008345606283
M1,prototype head scale,s,30.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M1,prototype head scale,s,30.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M1,prototype head scale,s,30.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M1,prototype head scale,s,30.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M1,prototype head scale,s,30.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M1,prototype head scale,s,30.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M1,prototype head scale,s,30.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M1,prototype head scale,s,30.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M1,prototype head scale,s,30.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M1,prototype head scale,s,30.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M1,prototype head scale,s,30.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M1,prototype head scale,s,30.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,convnext,3,0.4303683737646002
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,convnext,5,0.42917041030248576
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,convnext,7,0.4189877208745133
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,resnet,3,0.4779874213836478
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,resnet,5,0.4615154237795747
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,resnet,7,0.47079964061096136
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,swin_tiny,3,0.4734950584007188
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,swin_tiny,5,0.4836777478286912
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,swin_tiny,7,0.4797843665768194
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,vit_t,3,0.46061695118298895
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,vit_t,5,0.4546271338724169
M1,prototype head scale,s,30.0,small,chaoshengmnist_224,vit_t,7,0.4504342617550165
M1,prototype head scale,s,30.0,small,dermamnist_224,convnext,3,0.5649210307564422
M1,prototype head scale,s,30.0,small,dermamnist_224,convnext,5,0.5546134663341646
M1,prototype head scale,s,30.0,small,dermamnist_224,convnext,7,0.5622610141313383
M1,prototype head scale,s,30.0,small,dermamnist_224,resnet,3,0.6761429758935994
M1,prototype head scale,s,30.0,small,dermamnist_224,resnet,5,0.6768079800498753
M1,prototype head scale,s,30.0,small,dermamnist_224,resnet,7,0.6773067331670823
M1,prototype head scale,s,30.0,small,dermamnist_224,swin_tiny,3,0.60332502078138
M1,prototype head scale,s,30.0,small,dermamnist_224,swin_tiny,5,0.6041562759767248
M1,prototype head scale,s,30.0,small,dermamnist_224,swin_tiny,7,0.6043225270157938
M1,prototype head scale,s,30.0,small,dermamnist_224,vit_t,3,0.5758935993349958
M1,prototype head scale,s,30.0,small,dermamnist_224,vit_t,5,0.572402327514547
M1,prototype head scale,s,30.0,small,dermamnist_224,vit_t,7,0.5808811305070657
M1,prototype head scale,s,30.0,small,organcmnist_224,convnext,3,0.6504787406686141
M1,prototype head scale,s,30.0,small,organcmnist_224,convnext,5,0.6481661798117494
M1,prototype head scale,s,30.0,small,organcmnist_224,convnext,7,0.650154170723791
M1,prototype head scale,s,30.0,small,organcmnist_224,resnet,3,0.6145326192794548
M1,prototype head scale,s,30.0,small,organcmnist_224,resnet,5,0.612950340798442
M1,prototype head scale,s,30.0,small,organcmnist_224,resnet,7,0.6131531970139565
M1,prototype head scale,s,30.0,small,organcmnist_224,swin_tiny,3,0.6807448880233691
M1,prototype head scale,s,30.0,small,organcmnist_224,swin_tiny,5,0.6771746186303148
M1,prototype head scale,s,30.0,small,organcmnist_224,swin_tiny,7,0.6757546251217137
M1,prototype head scale,s,30.0,small,organcmnist_224,vit_t,3,0.5849561830574489
M1,prototype head scale,s,30.0,small,organcmnist_224,vit_t,5,0.5793573515092503
M1,prototype head scale,s,30.0,small,organcmnist_224,vit_t,7,0.5800064913988965
M1,prototype head scale,s,30.0,small,organsmnist_224,convnext,3,0.6048865224122956
M1,prototype head scale,s,30.0,small,organsmnist_224,convnext,5,0.6032627166647785
M1,prototype head scale,s,30.0,small,organsmnist_224,convnext,7,0.6051130999584607
