task_type,dataset,model,num_clients,beta,seed,mode,label,prototype_mode,evidence_mode,num_classes,covered_classes,mean_class_support,min_class_support,max_class_support,mean_pairwise_cosine,mean_pairwise_distance,min_pairwise_distance,mean_nearest_class_cosine,mean_nearest_class_distance,prototype_consistency,prototype_to_client_alignment,mean_evidence_entropy_norm
small,chaoshengmnist_224,convnext,3,0,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600382447242737,0.03996175527572632,0.00703662633895874,0.9811658263206482,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.024131949990987778,0.9758680462837219,0.8434944748878479,0.11855287849903107,0.8814470767974854,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,1.1920928955078125e-07,1.1920928955078125e-07,0.9999999403953552,1.1920928955078125e-07,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996175527572632,0.00703662633895874,0.9811657667160034,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9600382447242737,0.03996175527572632,0.00703662633895874,0.9811658263206482,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9600382447242737,0.03996175527572632,0.00703662633895874,0.9811658263206482,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9600382447242737,0.03996175527572632,0.00703662633895874,0.9811658263206482,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600382447242737,0.03996175527572632,0.00703662633895874,0.9811658263206482,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600382447242737,0.03996175527572632,0.00703662633895874,0.9811658263206482,0.018834203481674194,,,0.0
small,chaoshengmnist_224,convnext,3,0.01,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9601441025733948,0.03985591605305672,0.007036566734313965,0.981262743473053,0.01873723417520523,0.9969614446163177,0.9991860836744308,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9601441025733948,0.03985591605305672,0.007036566734313965,0.981262743473053,0.01873723417520523,0.9969614446163177,0.9991860836744308,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.03519361466169357,0.9648063778877258,0.8085639476776123,0.12528544664382935,0.8747146129608154,-0.007553317118436098,0.6930669993162155,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,1.4901161193847656e-07,5.960464477539063e-08,0.9999999403953552,5.960464477539063e-08,0.9999998211860657,0.9999998360872269,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696859262883663,0.9883031845092773,0.9250220060348511,0.06048665568232536,0.9395133256912231,1.0,1.0,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9601441025733948,0.03985591605305672,0.007036566734313965,0.981262743473053,0.01873723417520523,0.9969614446163177,0.9569828361272812,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9602010846138,0.03979894146323204,0.007036566734313965,0.9813346266746521,0.018665313720703125,0.9969614446163177,0.9992399513721466,0.2500000006869588
small,chaoshengmnist_224,convnext,3,0.01,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9602010846138,0.03979894146323204,0.007036566734313965,0.9813346266746521,0.018665313720703125,0.9969614446163177,0.9992399513721466,0.2500000006869588
small,chaoshengmnist_224,convnext,3,0.01,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9599265456199646,0.0400734469294548,0.007036566734313965,0.981076717376709,0.018923319876194,0.9969614446163177,0.9989948123693466,0.2028471518367695
small,chaoshengmnist_224,convnext,3,0.01,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9601441025733948,0.03985591605305672,0.007036566734313965,0.981262743473053,0.01873723417520523,0.9969614446163177,0.9991860836744308,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.01,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9601441025733948,0.03985591605305672,0.007036566734313965,0.981262743473053,0.01873723417520523,0.9969614446163177,0.9991860836744308,0.2415953590241129
small,chaoshengmnist_224,convnext,3,0.1,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9598135352134705,0.04018647223711014,0.008916676044464111,0.9817879796028137,0.01821199804544449,0.8485381007194519,0.9218790113925934,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9598135352134705,0.04018647223711014,0.008916676044464111,0.9817879796028137,0.01821199804544449,0.8485381007194519,0.9218790113925934,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.05745891481637955,0.9425411224365234,0.6438448429107666,0.19848322868347168,0.8015167713165283,0.009287854481954128,0.5101539567112923,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,5.960464477539063e-08,5.960464477539063e-08,0.9999999403953552,5.960464477539063e-08,0.9999999403953552,0.9999998390674592,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,0.9999999776482582,0.9999999821186065,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9598135352134705,0.04018647223711014,0.008916676044464111,0.981787919998169,0.01821199804544449,0.8485381007194519,0.8929580330848694,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9051050543785095,0.09489493072032928,0.00870358943939209,0.9487587809562683,0.05124117434024811,0.8485381007194519,0.9467742562294006,0.5000000052003999
small,chaoshengmnist_224,convnext,3,0.1,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9051050543785095,0.09489493072032928,0.00870358943939209,0.9487587809562683,0.05124117434024811,0.8485381007194519,0.9467742562294006,0.5000000052003999
small,chaoshengmnist_224,convnext,3,0.1,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9219638109207153,0.07803618907928467,0.008762717247009277,0.9592176675796509,0.04078228771686554,0.8485381007194519,0.9303485095500946,0.3232100906439318
small,chaoshengmnist_224,convnext,3,0.1,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9598135352134705,0.04018647223711014,0.008916676044464111,0.9817879796028137,0.01821199804544449,0.8485381007194519,0.9218790113925934,0.27813858180786905
small,chaoshengmnist_224,convnext,3,0.1,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9598135352134705,0.04018647223711014,0.008916676044464111,0.9817879796028137,0.01821199804544449,0.8485381007194519,0.9218790113925934,0.27813858180786905
small,chaoshengmnist_224,convnext,5,0,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.018471334129571915,0.9815285801887512,0.8372742533683777,0.11416079849004745,0.8858391046524048,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,5.960464477539063e-08,5.960464477539063e-08,0.9999999403953552,5.960464477539063e-08,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600383043289185,0.03996172919869423,0.007036566734313965,0.9811658263206482,0.01883416622877121,,,0.0
small,chaoshengmnist_224,convnext,5,0.01,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9579326510429382,0.04206731542944908,0.0069637298583984375,0.9798781871795654,0.020121842622756958,0.8983307613266839,0.9507556507984797,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9579326510429382,0.04206731542944908,0.0069637298583984375,0.9798781871795654,0.020121842622756958,0.8983307613266839,0.9507556507984797,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.027817124500870705,0.9721828699111938,0.8822516798973083,0.0759306252002716,0.9240694046020508,-0.0004444444138142798,0.5483364543567101,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,1.2133803295455436e-07,5.960464477539063e-08,0.9999999403953552,6.705522537231445e-08,0.9999998807907104,0.9999998460213343,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048666313290596,0.9395133256912231,1.0000000198682149,1.00000003973643,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9579326510429382,0.04206731542944908,0.0069637298583984375,0.9798781871795654,0.020121842622756958,0.8983307613266839,0.905578022201856,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9084224700927734,0.09157748520374298,0.0069693922996521,0.9529005885124207,0.04709940403699875,0.8983307613266839,0.9657276123762131,0.6250000055438794
small,chaoshengmnist_224,convnext,5,0.01,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9084224700927734,0.09157748520374298,0.0069693922996521,0.9529005885124207,0.04709940403699875,0.8983307613266839,0.9657276123762131,0.6250000055438794
small,chaoshengmnist_224,convnext,5,0.01,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.949490487575531,0.0505094937980175,0.0072432756423950195,0.9750532507896423,0.024946793913841248,0.8983307613266839,0.9582944363355637,0.47863035031789186
small,chaoshengmnist_224,convnext,5,0.01,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9579326510429382,0.04206731542944908,0.0069637298583984375,0.9798781871795654,0.020121842622756958,0.8983307613266839,0.9507556507984797,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.01,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9579326510429382,0.04206731542944908,0.0069637298583984375,0.9798781871795654,0.020121842622756958,0.8983307613266839,0.9507556507984797,0.42473851582266786
small,chaoshengmnist_224,convnext,5,0.1,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9578891396522522,0.042110852897167206,0.007378339767456055,0.9806145429611206,0.019385479390621185,0.8091228206952413,0.9265304833650589,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9578891396522522,0.042110852897167206,0.007378339767456055,0.9806145429611206,0.019385479390621185,0.8091228206952413,0.9265304833650589,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.013503273017704487,0.98649662733078,0.9202185869216919,0.059472884982824326,0.940527081489563,-0.003654841865812029,0.4623295346274972,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,1.2772423474416428e-07,0.0,1.0,4.470348358154297e-08,0.9999998807907104,0.9999998450279236,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,0.9999999432336717,1.0,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9578891396522522,0.042110856622457504,0.007378339767456055,0.9806145429611206,0.019385479390621185,0.8091228206952413,0.8874909847974777,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9099223017692566,0.09007766097784042,0.02477341890335083,0.9541919231414795,0.04580801725387573,0.8091228206952413,0.9394514292478562,0.8750000062308382
small,chaoshengmnist_224,convnext,5,0.1,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9099223017692566,0.09007766097784042,0.02477341890335083,0.9541919231414795,0.04580801725387573,0.8091228206952413,0.9394514292478562,0.8750000062308382
small,chaoshengmnist_224,convnext,5,0.1,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9160407781600952,0.08395915478467941,0.017739713191986084,0.9575480222702026,0.042452000081539154,0.8091228206952413,0.935041943192482,0.7714541600933507
small,chaoshengmnist_224,convnext,5,0.1,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9578891396522522,0.042110852897167206,0.007378339767456055,0.9806145429611206,0.019385479390621185,0.8091228206952413,0.9265304833650589,0.6126473063618233
small,chaoshengmnist_224,convnext,5,0.1,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9578891396522522,0.042110852897167206,0.007378339767456055,0.9806145429611206,0.019385479390621185,0.8091228206952413,0.9265304833650589,0.6126473063618233
small,chaoshengmnist_224,convnext,7,0,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.0032886306289583445,0.9967114329338074,0.8174381852149963,0.08866988122463226,0.9113301038742065,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,5.960464477539063e-08,5.960464477539063e-08,0.9999999403953552,5.960464477539063e-08,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657667160034,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600381851196289,0.03996178135275841,0.007036566734313965,0.9811657071113586,0.018834218382835388,,,0.0
small,chaoshengmnist_224,convnext,7,0.01,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600123763084412,0.03998768329620361,0.007527947425842285,0.981066882610321,0.018933162093162537,0.9840986728668213,0.9946699738502502,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600123763084412,0.03998768329620361,0.007527947425842285,0.981066882610321,0.018933162093162537,0.9840986728668213,0.9946699738502502,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.013073688372969627,0.986926257610321,0.8996788263320923,0.07106757909059525,0.9289324283599854,-0.026262696832418442,0.5887883305549622,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,0.9999999403953552,1.043081283569336e-07,5.960464477539063e-08,0.9999999403953552,5.960464477539063e-08,0.9999998807907104,0.9999998807907104,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,1.0000001192092896,1.0000001192092896,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9600123167037964,0.039987679570913315,0.007527947425842285,0.9810668230056763,0.018933162093162537,0.9840986728668213,0.9946699738502502,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9594486951828003,0.04055130481719971,0.009427487850189209,0.9803044199943542,0.019695550203323364,0.9840986728668213,0.9960166811943054,0.1250000003434794
small,chaoshengmnist_224,convnext,7,0.01,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.9594486951828003,0.04055130481719971,0.009427487850189209,0.9803044199943542,0.019695550203323364,0.9840986728668213,0.9960166811943054,0.1250000003434794
small,chaoshengmnist_224,convnext,7,0.01,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.9600381851196289,0.039961811155080795,0.007036685943603516,0.9811657071113586,0.018834255635738373,0.9840986728668213,0.9927611947059631,0.034208090931794485
small,chaoshengmnist_224,convnext,7,0.01,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600123763084412,0.03998768329620361,0.007527947425842285,0.981066882610321,0.018933162093162537,0.9840986728668213,0.9946699738502502,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.01,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9600123763084412,0.03998768329620361,0.007527947425842285,0.981066882610321,0.018933162093162537,0.9840986728668213,0.9946699738502502,0.09225691137631273
small,chaoshengmnist_224,convnext,7,0.1,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9545158743858337,0.04548417776823044,0.009274601936340332,0.9777917265892029,0.022208280861377716,0.7467724948513265,0.8897389673417614,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9545158743858337,0.04548417776823044,0.009274601936340332,0.9777917265892029,0.022208280861377716,0.7467724948513265,0.8897389673417614,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,-0.0023580461274832487,1.002358078956604,0.908842146396637,0.05611108988523483,0.9438889026641846,-0.011693749092139152,0.3570344750994756,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,1.0,4.257474728319721e-08,0.0,1.0,0.0,0.9999998807907104,0.9999998884816323,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,0.011696861125528812,0.9883031845092773,0.9250220060348511,0.06048665940761566,0.9395133256912231,0.9999999756715736,1.000000036531879,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,prototype_shuffle,Shuffled-label prototype,reference_prototype_shuffle,support_power,8,8,483.625,345.0,671.0,0.9545158743858337,0.04548417776823044,0.009274601936340332,0.9777917265892029,0.022208280861377716,0.7467724948513265,0.8404584930789086,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,uniform_client_weight,Uniform client weight,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.8743748068809509,0.12562516331672668,0.05547916889190674,0.9250099658966064,0.07499006390571594,0.7467724948513265,0.9050285758510712,1.0000000301989151
small,chaoshengmnist_224,convnext,7,0.1,42,binary_support,Binary support only,reference_prototype,uniform_present_client,8,8,483.625,345.0,671.0,0.8743748068809509,0.12562516331672668,0.05547916889190674,0.9250099658966064,0.07499006390571594,0.7467724948513265,0.9050285758510712,1.0000000301989151
small,chaoshengmnist_224,convnext,7,0.1,42,global_client_size_weight,Global client-size weight,reference_prototype,global_client_size,8,8,483.625,345.0,671.0,0.8658720850944519,0.13412784039974213,0.04560518264770508,0.9209597110748291,0.0790402889251709,0.7467724948513265,0.8987331813381564,0.9514243099189399
small,chaoshengmnist_224,convnext,7,0.1,42,uniform_prevalence,Uniform prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9545158743858337,0.04548417776823044,0.009274601936340332,0.9777917265892029,0.022208280861377716,0.7467724948513265,0.8897389673417614,0.6445025304711863
small,chaoshengmnist_224,convnext,7,0.1,42,smoothed_prevalence,Smoothed prevalence prior,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9545158743858337,0.04548417776823044,0.009274601936340332,0.9777917265892029,0.022208280861377716,0.7467724948513265,0.8897389673417614,0.6445025304711863
small,chaoshengmnist_224,resnet,3,0,42,full,LAMP-Merge,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9628285765647888,0.03717147931456566,0.005024373531341553,0.9826846718788147,0.01731535792350769,,,0.0
small,chaoshengmnist_224,resnet,3,0,42,m1_only,M1 only,reference_prototype,support_power,8,8,483.625,345.0,671.0,0.9628285765647888,0.03717147931456566,0.005024373531341553,0.9826846718788147,0.01731535792350769,,,0.0
small,chaoshengmnist_224,resnet,3,0,42,prototype_head_agg,Classifier-head aggregation,classifier_head_aggregation,support_power,8,8,483.625,345.0,671.0,0.039485953748226166,0.9605140089988708,0.7576013803482056,0.18548324704170227,0.8145167231559753,,,0.0
small,chaoshengmnist_224,resnet,3,0,42,global_feature_mean,Global-feature mean,global_feature_mean,support_power,8,8,483.625,345.0,671.0,1.0000001192092896,-2.384185791015625e-07,-2.384185791015625e-07,1.0000001192092896,-2.384185791015625e-07,,,0.0
small,chaoshengmnist_224,resnet,3,0,42,support_only,Support-only synthetic head,support_only_synthetic,support_power,8,8,483.625,345.0,671.0,-0.0006588270771317184,1.0006588697433472,0.9133995175361633,0.058748673647642136,0.9412513971328735,,,0.0
