task_type,dataset,model,clip_model,num_clients,beta,seed,merge_weight_mode,my_merge_acc,my_merge_extra_acc,extra_minus_my_merge,exact_same
small,chaoshengmnist_224,swin_tiny,,3,0.1,42,,0.1087151841868823,0.1967654986522911,0.0880503144654088,False
small,chaoshengmnist_224,swin_tiny,,5,0.0,42,,0.1087151841868823,0.12129380053908356,0.012578616352201269,False
small,chaoshengmnist_224,swin_tiny,,5,0.01,42,,0.1087151841868823,0.10512129380053908,-0.00359389038634321,False
small,chaoshengmnist_224,swin_tiny,,5,0.1,42,,0.1087151841868823,0.1734052111410602,0.0646900269541779,False
small,chaoshengmnist_224,swin_tiny,,7,0.0,42,,0.12309074573225516,0.1734052111410602,0.050314465408805034,False
small,chaoshengmnist_224,swin_tiny,,7,0.01,42,,0.1087151841868823,0.15723270440251572,0.04851752021563342,False
small,chaoshengmnist_224,swin_tiny,,7,0.1,42,,0.1087151841868823,0.1087151841868823,0.0,True
small,chaoshengmnist_224,vit_t,,3,0.0,42,,0.11859838274932614,0.15992812219227315,0.041329739442947,False
small,chaoshengmnist_224,vit_t,,3,0.01,42,,0.1087151841868823,0.1752021563342318,0.06648697214734951,False
small,chaoshengmnist_224,vit_t,,3,0.1,42,,0.1087151841868823,0.12668463611859837,0.017969451931716077,False
small,chaoshengmnist_224,vit_t,,5,0.0,42,,0.1087151841868823,0.12668463611859837,0.017969451931716077,False
small,chaoshengmnist_224,vit_t,,5,0.01,42,,0.1087151841868823,0.10062893081761007,-0.008086253369272225,False
small,chaoshengmnist_224,vit_t,,5,0.1,42,,0.1087151841868823,0.1734052111410602,0.0646900269541779,False
small,chaoshengmnist_224,vit_t,,7,0.0,42,,0.1087151841868823,0.1347708894878706,0.026055705300988316,False
small,chaoshengmnist_224,vit_t,,7,0.01,42,,0.11320754716981132,0.20575022461814915,0.09254267744833783,False
small,chaoshengmnist_224,vit_t,,7,0.1,42,,0.1087151841868823,0.1078167115902965,-0.000898472596585792,False
small,dermamnist_224,convnext,,3,0.0,42,,0.6688279301745635,0.11122194513715711,-0.5576059850374064,False
small,dermamnist_224,convnext,,3,0.01,42,,0.6688279301745635,0.10972568578553615,-0.5591022443890274,False
small,dermamnist_224,convnext,,3,0.1,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,convnext,,5,0.0,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,convnext,,5,0.01,42,,0.6688279301745635,0.11122194513715711,-0.5576059850374064,False
small,dermamnist_224,convnext,,5,0.1,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,convnext,,7,0.0,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,convnext,,7,0.01,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,convnext,,7,0.1,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,resnet,,3,0.0,42,,0.6783042394014963,0.6688279301745635,-0.009476309226932766,False
small,dermamnist_224,resnet,,3,0.01,42,,0.7042394014962593,0.4428927680798005,-0.2613466334164588,False
small,dermamnist_224,resnet,,3,0.1,42,,0.7600997506234414,0.6718204488778055,-0.08827930174563592,False
small,dermamnist_224,resnet,,5,0.0,42,,0.6593516209476309,0.3536159600997506,-0.3057356608478803,False
small,dermamnist_224,resnet,,5,0.01,42,,0.7391521197007481,0.5476309226932669,-0.19152119700748127,False
small,dermamnist_224,resnet,,5,0.1,42,,0.7655860349127181,0.5331670822942643,-0.2324189526184538,False
small,dermamnist_224,resnet,,7,0.0,42,,0.6678304239401496,0.6723192019950125,0.004488778054862919,False
small,dermamnist_224,resnet,,7,0.01,42,,0.6748129675810474,0.6688279301745635,-0.0059850374064838174,False
small,dermamnist_224,resnet,,7,0.1,42,,0.6773067331670823,0.6668329177057356,-0.010473815461346736,False
small,dermamnist_224,swin_tiny,,3,0.0,42,,0.6688279301745635,0.03291770573566085,-0.6359102244389027,False
small,dermamnist_224,swin_tiny,,3,0.01,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,swin_tiny,,3,0.1,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,swin_tiny,,5,0.0,42,,0.6688279301745635,0.4139650872817955,-0.25486284289276806,False
small,dermamnist_224,swin_tiny,,5,0.01,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,swin_tiny,,5,0.1,42,,0.6688279301745635,0.11122194513715711,-0.5576059850374064,False
small,dermamnist_224,swin_tiny,,7,0.0,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,swin_tiny,,7,0.01,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,swin_tiny,,7,0.1,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,vit_t,,3,0.0,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,vit_t,,3,0.01,42,,0.6688279301745635,0.6688279301745635,0.0,True
small,dermamnist_224,vit_t,,3,0.1,42,,0.6688279301745635,0.05286783042394015,-0.6159600997506234,False
small,dermamnist_224,vit_t,,5,0.0,42,,0.6688279301745635,0.6683291770573566,-0.0004987531172069293,False
small,dermamnist_224,vit_t,,5,0.01,42,,0.6688279301745635,0.6733167082294265,0.004488778054862919,False
small,dermamnist_224,vit_t,,5,0.1,42,,0.6688279301745635,0.46384039900249374,-0.2049875311720698,False
small,dermamnist_224,vit_t,,7,0.0,42,,0.6608478802992519,0.6633416458852868,0.0024937655860348684,False
small,dermamnist_224,vit_t,,7,0.01,42,,0.6688279301745635,0.1745635910224439,-0.49426433915211965,False
small,dermamnist_224,vit_t,,7,0.1,42,,0.6688279301745635,0.11122194513715711,-0.5576059850374064,False
small,organcmnist_224,convnext,,3,0.0,42,,0.22334469328140213,0.11380233690360272,-0.10954235637779941,False
