module,x_symbol,x_value,curve_symbol,curve_value,task_type,dataset,model,num_clients,client_average_acc
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,bloodmnist_224,vit_t,5,0.855792653220306
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,bloodmnist_224,vit_t,7,0.8518951573613953
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,convnext,3,0.4285714285714286
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,convnext,5,0.4282719377059
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,convnext,7,0.4171907756813417
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,resnet,3,0.4809823300389338
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,resnet,5,0.46480982330038934
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,resnet,7,0.47259658580413294
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,convnext,3,0.5941812136325851
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,convnext,5,0.5842061512884456
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,convnext,7,0.5888611803823773
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,resnet,3,0.6753117206982544
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,resnet,5,0.6756442227763924
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,resnet,7,0.6763092269326684
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,swin_tiny,3,0.6319201995012469
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,swin_tiny,5,0.630423940149626
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,swin_tiny,7,0.6310889443059019
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,vit_t,3,0.5946799667497922
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,vit_t,5,0.5935162094763092
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,dermamnist_224,vit_t,7,0.598669991687448
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,convnext,3,0.6518175916910094
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,convnext,5,0.6496267445634534
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,convnext,7,0.6519798766634209
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,resnet,3,0.600210970464135
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,resnet,5,0.5990344044141512
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,resnet,7,0.5984664070107109
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,swin_tiny,3,0.6826517364492048
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,swin_tiny,5,0.6799334631613112
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,swin_tiny,7,0.6787974683544303
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,vit_t,3,0.5867007465108731
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,vit_t,5,0.5809802012333658
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organcmnist_224,vit_t,7,0.5815481986368062
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,convnext,3,0.6057173067482345
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,convnext,5,0.6041690268494392
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,convnext,7,0.6059061213700389
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,resnet,3,0.5307956648162834
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,resnet,5,0.5290963332200446
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,resnet,7,0.5250934632377932
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,swin_tiny,3,0.625089686945357
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,swin_tiny,5,0.6268645443903176
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,swin_tiny,7,0.6277708545749783
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,vit_t,3,0.5430308523092028
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,vit_t,5,0.5455609682413806
long-tail prevalence calibration,lambda,4.5,tau,1.5,small,organsmnist_224,vit_t,7,0.5465805671991238
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,convnext,3,0.8472181623307026
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,convnext,5,0.8471207249342297
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,convnext,7,0.847023287537757
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,resnet,3,0.7635194387605964
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,resnet,5,0.7647861249147423
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,resnet,7,0.7620578778135049
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,swin_tiny,3,0.7441293968625159
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,swin_tiny,5,0.7412062749683329
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,swin_tiny,7,0.7411088375718601
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,vit_t,3,0.8546234044626327
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,vit_t,5,0.8562798402026698
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,bloodmnist_224,vit_t,7,0.8517977199649226
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,convnext,3,0.4285714285714286
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,convnext,5,0.4282719377059
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,convnext,7,0.4171907756813417
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,resnet,3,0.4809823300389338
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,resnet,5,0.46480982330038934
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,resnet,7,0.47259658580413294
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,convnext,3,0.6036575228595179
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,convnext,5,0.5935162094763092
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,convnext,7,0.598836242726517
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,resnet,3,0.6733167082294265
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,resnet,5,0.6736492103075644
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,resnet,7,0.6731504571903575
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,swin_tiny,3,0.6392352452202826
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,swin_tiny,5,0.6402327514546966
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,swin_tiny,7,0.6394014962593516
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,vit_t,3,0.6013300083125519
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,vit_t,5,0.6011637572734829
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,dermamnist_224,vit_t,7,0.6061512884455528
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,convnext,3,0.6522638753651412
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,convnext,5,0.6500324569944823
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,convnext,7,0.6517364492048037
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,resnet,3,0.5933138591366439
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,resnet,5,0.5908795845504706
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,resnet,7,0.5906767283349562
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,swin_tiny,3,0.6848020123336579
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,swin_tiny,5,0.6815563128854268
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,swin_tiny,7,0.6803391755923401
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,vit_t,3,0.5863356053229472
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,vit_t,5,0.581264199935086
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organcmnist_224,vit_t,7,0.5811019149626745
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,convnext,3,0.6061704618405649
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,convnext,5,0.6057173067482345
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,convnext,7,0.6071900607983082
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,resnet,3,0.5198066538272724
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,resnet,5,0.5191646841131378
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,resnet,7,0.513349193761565
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,swin_tiny,3,0.6259582342056569
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,swin_tiny,5,0.6278086174993391
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,swin_tiny,7,0.6285261130621955
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,vit_t,3,0.5431819040066462
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,vit_t,5,0.5458630716362675
long-tail prevalence calibration,lambda,5.0,tau,1.5,small,organsmnist_224,vit_t,7,0.546807144745289
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,convnext,3,0.8473155997271753
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,convnext,5,0.847023287537757
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,convnext,7,0.8473155997271753
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,resnet,3,0.7514372015979733
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,resnet,5,0.7520218259768099
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,resnet,7,0.7487089544967358
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,swin_tiny,3,0.7368215921270583
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,swin_tiny,5,0.734872844197603
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,swin_tiny,7,0.7337035954399298
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,vit_t,3,0.8539413426873234
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,vit_t,5,0.8553054662379421
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,bloodmnist_224,vit_t,7,0.8512130955860859
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,convnext,3,0.4285714285714286
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,convnext,5,0.4282719377059
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,convnext,7,0.4171907756813417
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,resnet,3,0.4809823300389338
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,resnet,5,0.46480982330038934
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,resnet,7,0.47259658580413294
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,convnext,3,0.6098088113050707
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,convnext,5,0.6028262676641729
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,convnext,7,0.6069825436408978
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,resnet,3,0.6713216957605985
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,resnet,5,0.6713216957605985
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,resnet,7,0.6706566916043225
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,swin_tiny,3,0.6467165419783873
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,swin_tiny,5,0.6458852867830424
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,swin_tiny,7,0.6442227763923525
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,vit_t,3,0.6108063175394847
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,vit_t,5,0.6099750623441397
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,dermamnist_224,vit_t,7,0.6169576059850375
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,convnext,3,0.6522233041220383
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,convnext,5,0.6499513145082766
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,convnext,7,0.6522638753651412
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,resnet,3,0.5835361895488478
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,resnet,5,0.5820756247971438
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,resnet,7,0.5814670561506005
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,swin_tiny,3,0.685126582278481
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,swin_tiny,5,0.6813534566699123
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,swin_tiny,7,0.6809883154819864
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,vit_t,3,0.5862138915936385
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,vit_t,5,0.5809396299902629
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organcmnist_224,vit_t,7,0.5815076273937033
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,convnext,3,0.6069257203277821
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,convnext,5,0.6059816472187606
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,convnext,7,0.6074166383444733
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,resnet,3,0.5093840867036743
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,resnet,5,0.508100147275405
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,resnet,7,0.502888863713606
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,swin_tiny,3,0.6266002039197915
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,swin_tiny,5,0.628677164759639
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,swin_tiny,7,0.6281862467429478
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,vit_t,3,0.544616895132359
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,vit_t,5,0.5469959593670933
long-tail prevalence calibration,lambda,5.5,tau,1.5,small,organsmnist_224,vit_t,7,0.547940032476115
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,convnext,3,0.8461463509695021
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,convnext,5,0.8461463509695021
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,convnext,7,0.8463412257624476
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,resnet,3,0.7386729026600409
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,resnet,5,0.7383805904706227
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,resnet,7,0.7364318425411673
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,swin_tiny,3,0.7266881028938906
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,swin_tiny,5,0.7259086037221085
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,swin_tiny,7,0.7246419175679626
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,vit_t,3,0.8541362174802689
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,vit_t,5,0.854915716652051
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,bloodmnist_224,vit_t,7,0.8517977199649226
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,convnext,3,0.4285714285714286
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,convnext,5,0.4282719377059
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,convnext,7,0.4171907756813417
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,resnet,3,0.4809823300389338
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,resnet,5,0.46480982330038934
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,resnet,7,0.47259658580413294
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,convnext,3,0.6131338320864506
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,convnext,5,0.6088113050706567
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,convnext,7,0.6108063175394847
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,resnet,3,0.6684954280964256
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,resnet,5,0.6683291770573566
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,resnet,7,0.6683291770573566
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,swin_tiny,3,0.6472152950955944
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,swin_tiny,5,0.6483790523690773
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,swin_tiny,7,0.6477140482128013
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,vit_t,3,0.6176226101413134
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,vit_t,5,0.6164588528678304
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,dermamnist_224,vit_t,7,0.6244389027431422
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,convnext,3,0.6529130152547874
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,convnext,5,0.6509655955858488
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,convnext,7,0.6524667315806557
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,resnet,3,0.5748133722817267
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,resnet,5,0.5735556637455371
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,resnet,7,0.572176241480039
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,swin_tiny,3,0.6856945796819215
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,swin_tiny,5,0.6823271665043817
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,swin_tiny,7,0.681110029211295
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,vit_t,3,0.586741317753976
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,vit_t,5,0.5812236286919831
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organcmnist_224,vit_t,7,0.581629341123012
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,convnext,3,0.6075676900419168
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,convnext,5,0.6070767720252256
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,convnext,7,0.6084362373022166
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,resnet,3,0.49839507571466335
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,resnet,5,0.4976398172274461
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,resnet,7,0.4903515728257996
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,swin_tiny,3,0.6252407386428005
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,swin_tiny,5,0.6270533590121219
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,swin_tiny,7,0.6273176994826479
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,vit_t,3,0.5455609682413806
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,vit_t,5,0.5475624032325063
long-tail prevalence calibration,lambda,6.0,tau,1.5,small,organsmnist_224,vit_t,7,0.5481288470979193
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,convnext,3,0.8479976615024847
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,convnext,5,0.8476079119165936
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,convnext,7,0.8487771606742668
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,resnet,3,0.7999610250414109
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,resnet,5,0.7986943388872649
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,resnet,7,0.7984020266978467
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,bloodmnist_224,vit_t,7,0.84994640943194
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,dermamnist_224,convnext,3,0.5871986699916875
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,dermamnist_224,convnext,5,0.5755610972568579
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,dermamnist_224,convnext,7,0.5810473815461347
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,dermamnist_224,resnet,3,0.6778054862842893
long-tail prevalence calibration,lambda,4.0,tau,2.0,small,dermamnist_224,resnet,5,0.6784704904405653
