module,x_symbol,x_value,curve_symbol,curve_value,task_type,dataset,model,num_clients,client_average_acc
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organcmnist_224,vit_t,7,0.5806556312885427
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,convnext,3,0.6059061213700389
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,convnext,5,0.6051886258071825
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,convnext,7,0.6062459876892866
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,resnet,3,0.5320418413201918
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,resnet,5,0.5301536951021487
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,resnet,7,0.5266039802122277
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,swin_tiny,3,0.6250519240209962
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,swin_tiny,5,0.6265624409954307
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,swin_tiny,7,0.6276575658018957
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,vit_t,3,0.5431441410822854
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,vit_t,5,0.5453343906952154
diagnostic prototype reconstruction,s,22.5,gamma,0.45,small,organsmnist_224,vit_t,7,0.5468071447452891
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,convnext,3,0.8479976615024847
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,convnext,5,0.8476079119165936
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,convnext,7,0.8487771606742668
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,resnet,3,0.7999610250414109
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,resnet,5,0.7986943388872649
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,resnet,7,0.7984020266978467
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,vit_t,3,0.8517002825684498
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,vit_t,5,0.8511156581896132
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,bloodmnist_224,vit_t,7,0.84994640943194
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,convnext,3,0.42946990116801437
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,convnext,5,0.4285714285714286
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,convnext,7,0.41778975741239893
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,resnet,3,0.4776879305181192
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,resnet,5,0.4630128781072177
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,resnet,7,0.47079964061096136
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,swin_tiny,3,0.474094040131776
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,swin_tiny,5,0.48487571129080564
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,swin_tiny,7,0.47948487571129084
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,vit_t,3,0.4606169511829889
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,vit_t,5,0.4555256064690027
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,chaoshengmnist_224,vit_t,7,0.45103324348607365
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,convnext,3,0.5813798836242726
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,convnext,5,0.572734829592685
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,convnext,7,0.5770573566084788
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,resnet,3,0.6781379883624272
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,resnet,5,0.6786367414796343
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,resnet,7,0.6781379883624273
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,swin_tiny,3,0.6186201163757273
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,swin_tiny,5,0.6189526184538653
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,swin_tiny,7,0.6191188694929344
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,vit_t,3,0.5870324189526185
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,vit_t,5,0.5842061512884456
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,dermamnist_224,vit_t,7,0.5920199501246883
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,convnext,3,0.6506004543979227
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,convnext,5,0.6486530347289841
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,convnext,7,0.6503570269393054
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,resnet,3,0.6065806556312886
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,resnet,5,0.6049983771502759
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,resnet,7,0.604592664719247
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,swin_tiny,3,0.6820837390457644
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,swin_tiny,5,0.678188899707887
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,swin_tiny,7,0.6776209023044466
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,vit_t,3,0.5853213242453749
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,vit_t,5,0.5799253489126907
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organcmnist_224,vit_t,7,0.5802904901006167
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,convnext,3,0.6048109965635738
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,convnext,5,0.603942449303274
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,convnext,7,0.6053396775046259
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,resnet,3,0.5412937577886031
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,resnet,5,0.5398587666628903
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,resnet,7,0.5368754956383822
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,swin_tiny,3,0.6240323250632529
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,swin_tiny,5,0.6258827083569352
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,swin_tiny,7,0.6273176994826479
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,vit_t,3,0.5430308523092028
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,vit_t,5,0.5446924209810807
diagnostic prototype reconstruction,s,25.0,gamma,0.45,small,organsmnist_224,vit_t,7,0.5463539896529587
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,convnext,3,0.8483874110883757
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,convnext,5,0.8479976615024847
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,convnext,7,0.8493617850531033
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,resnet,3,0.8002533372308293
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,resnet,5,0.7987917762837378
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,resnet,7,0.7991815258696288
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,swin_tiny,3,0.773652927993764
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,swin_tiny,5,0.7728734288219818
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,swin_tiny,7,0.7711195556854721
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,vit_t,3,0.8516028451719769
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,vit_t,5,0.8511156581896131
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,bloodmnist_224,vit_t,7,0.8500438468284127
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,convnext,3,0.42946990116801437
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,convnext,5,0.4276729559748428
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,convnext,7,0.422282120395328
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,resnet,3,0.4794848757112908
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,resnet,5,0.4633123689727463
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,resnet,7,0.4716981132075472
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,swin_tiny,3,0.4761904761904762
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,swin_tiny,5,0.4863731656184487
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,swin_tiny,7,0.48277927523210545
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,vit_t,3,0.46271338724168914
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,vit_t,5,0.4582210242587601
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,chaoshengmnist_224,vit_t,7,0.4537286612758311
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,convnext,3,0.6204488778054863
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,convnext,5,0.6169576059850373
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,convnext,7,0.6186201163757273
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,resnet,3,0.6683291770573566
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,resnet,5,0.6683291770573566
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,resnet,7,0.6683291770573566
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,swin_tiny,3,0.6550290939318371
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,swin_tiny,5,0.6541978387364921
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,swin_tiny,7,0.655860349127182
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,vit_t,3,0.6222776392352453
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,vit_t,5,0.6239401496259351
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,dermamnist_224,vit_t,7,0.6315876974231089
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,convnext,3,0.6551444336254463
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,convnext,5,0.653805582603051
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,convnext,7,0.6542112950340798
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,resnet,3,0.5645488477766959
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,resnet,5,0.5635751379422266
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,resnet,7,0.5629665692956832
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,swin_tiny,3,0.6859785783836416
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,swin_tiny,5,0.6833414475819539
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,swin_tiny,7,0.6822460240181759
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,vit_t,3,0.5882830249918858
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,vit_t,5,0.583820188250568
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organcmnist_224,vit_t,7,0.5845910418695229
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,convnext,3,0.6080208451342471
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,convnext,5,0.6078320305124428
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,convnext,7,0.6094180733355992
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,resnet,3,0.4815150485253578
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,resnet,5,0.48068426418941884
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,resnet,7,0.4763037649635588
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,swin_tiny,3,0.625391790340244
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,swin_tiny,5,0.6269400702390393
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,swin_tiny,7,0.626486915146709
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,vit_t,3,0.5476001661568672
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,vit_t,5,0.5496393640723538
diagnostic prototype reconstruction,s,15.0,gamma,0.5,small,organsmnist_224,vit_t,7,0.5500169933159624
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,convnext,3,0.8483874110883757
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,convnext,5,0.8479976615024847
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,convnext,7,0.8493617850531033
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,resnet,3,0.8002533372308293
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,resnet,5,0.7987917762837378
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,resnet,7,0.7991815258696288
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,swin_tiny,3,0.773652927993764
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,swin_tiny,5,0.7728734288219818
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,swin_tiny,7,0.7711195556854721
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,vit_t,3,0.8516028451719769
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,vit_t,5,0.8511156581896131
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,bloodmnist_224,vit_t,7,0.8500438468284127
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,convnext,3,0.431266846361186
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,convnext,5,0.4273734651093142
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,convnext,7,0.4219826295297993
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,resnet,3,0.4809823300389338
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,resnet,5,0.46600778676250376
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,resnet,7,0.47379454926624737
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,swin_tiny,3,0.4746930218628332
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,swin_tiny,5,0.48517520215633425
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,swin_tiny,7,0.481581311769991
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,vit_t,3,0.46241389637616054
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,vit_t,5,0.4582210242587601
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,chaoshengmnist_224,vit_t,7,0.45402815214135966
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,convnext,3,0.6106400665004156
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,convnext,5,0.6068162926018288
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,convnext,7,0.6084788029925187
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,resnet,3,0.6699916874480465
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,resnet,5,0.6699916874480465
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,resnet,7,0.6696591853699085
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,swin_tiny,3,0.6455527847049044
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,swin_tiny,5,0.6468827930174563
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,swin_tiny,7,0.6455527847049044
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,vit_t,3,0.6146300914380715
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,vit_t,5,0.6142975893599335
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,dermamnist_224,vit_t,7,0.6211138819617623
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,convnext,3,0.654170723790977
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,convnext,5,0.6523450178513469
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,convnext,7,0.6532375851996105
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,resnet,3,0.5807367737747484
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,resnet,5,0.5796819214540734
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,resnet,7,0.5789110678351185
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,swin_tiny,3,0.6861408633560532
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,swin_tiny,5,0.6826923076923077
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,swin_tiny,7,0.6831791626095424
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,vit_t,3,0.5871876014281078
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,vit_t,5,0.5825624797143785
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organcmnist_224,vit_t,7,0.5827653359298929
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,convnext,3,0.6081341339073297
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,convnext,5,0.6070012461765039
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,convnext,7,0.6089649182432687
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,resnet,3,0.5042105660662362
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,resnet,5,0.5032287300328537
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,resnet,7,0.49967901514293267
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,swin_tiny,3,0.6262981005249046
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,swin_tiny,5,0.6282240096673086
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,swin_tiny,7,0.6274309882557305
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,vit_t,3,0.5455987311657414
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,vit_t,5,0.5476756920055889
diagnostic prototype reconstruction,s,17.5,gamma,0.5,small,organsmnist_224,vit_t,7,0.5476001661568672
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,convnext,3,0.8483874110883757
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,convnext,5,0.8479976615024847
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,convnext,7,0.8493617850531033
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,resnet,3,0.8002533372308293
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,resnet,5,0.7987917762837378
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,resnet,7,0.7991815258696288
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,swin_tiny,3,0.773652927993764
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,swin_tiny,5,0.7728734288219818
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,swin_tiny,7,0.7711195556854721
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,vit_t,3,0.8516028451719769
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,vit_t,5,0.8511156581896131
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,bloodmnist_224,vit_t,7,0.8500438468284127
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,convnext,3,0.4276729559748428
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,convnext,5,0.42647499251272836
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,convnext,7,0.4192872117400419
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,resnet,3,0.481581311769991
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,resnet,5,0.466606768493561
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,resnet,7,0.4743935309973046
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,swin_tiny,3,0.475591494459419
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,swin_tiny,5,0.4857741838873914
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,swin_tiny,7,0.48247978436657685
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,vit_t,3,0.4612159329140461
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,vit_t,5,0.4576220425277029
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,chaoshengmnist_224,vit_t,7,0.4531296795447739
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,convnext,3,0.6041562759767248
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,convnext,5,0.5946799667497922
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,convnext,7,0.6
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,resnet,3,0.6729842061512885
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,resnet,5,0.6733167082294265
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,resnet,7,0.6731504571903575
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,swin_tiny,3,0.6407315045719036
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,swin_tiny,5,0.6410640066500416
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,swin_tiny,7,0.6395677472984206
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,vit_t,3,0.602493765586035
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,vit_t,5,0.6021612635078969
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,dermamnist_224,vit_t,7,0.6063175394846217
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,convnext,3,0.6539272963323596
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,convnext,5,0.6522638753651412
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,convnext,7,0.6539678675754625
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,resnet,3,0.5944904251866278
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,resnet,5,0.5935978578383642
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,resnet,7,0.5931515741642324
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,swin_tiny,3,0.6851671535215839
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,swin_tiny,5,0.6823271665043816
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,swin_tiny,7,0.6824083089905875
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,vit_t,3,0.5866601752677703
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,vit_t,5,0.5825219084712756
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organcmnist_224,vit_t,7,0.5824813372281727
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,convnext,3,0.6067746686303387
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,convnext,5,0.6058305955213171
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,convnext,7,0.6075676900419168
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,resnet,3,0.5192402099618595
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,resnet,5,0.5191646841131378
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,resnet,7,0.5160303613911862
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,swin_tiny,3,0.6263358634492655
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,swin_tiny,5,0.6283372984403912
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,swin_tiny,7,0.6284505872134738
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,vit_t,3,0.5435972961746157
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,vit_t,5,0.5455987311657414
diagnostic prototype reconstruction,s,20.0,gamma,0.5,small,organsmnist_224,vit_t,7,0.5466560930478456
diagnostic prototype reconstruction,s,22.5,gamma,0.5,small,bloodmnist_224,convnext,3,0.8483874110883757
diagnostic prototype reconstruction,s,22.5,gamma,0.5,small,bloodmnist_224,convnext,5,0.8479976615024847
