client_id,classes,sampled_num_samples,sampled_class_counts,best_val_acc,test_acc,test_bacc,test_collapse,effective_pred_classes,top_pred_class,test_pred_counts
0,"[3, 4, 0]",1087,"{""3"": 80, ""4"": 779, ""0"": 228}",0.153539,0.152120,0.404328,0.529676,3,4,"[559, 0, 0, 384, 1062, 0, 0]"
1,"[2, 1]",1128,"{""2"": 769, ""1"": 359}",0.158524,0.151122,0.260925,0.897257,2,2,"[0, 206, 1799, 0, 0, 0, 0]"
2,"[6, 5]",4792,"{""6"": 99, ""5"": 4693}",0.681954,0.676808,0.245773,0.936160,2,5,"[0, 0, 0, 0, 0, 1877, 128]"
