dataset,task_type,backbone,method,num_clients,beta,merged_accuracy,best_client_accuracy_proxy,delta_accuracy,best_client_id,best_client_val_acc,source
chaoshengmnist,small,densenet,free_merge,7,0.01,0.198600,0.371069,-0.172469,2,0.375228,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,free_merge,7,0.1,0.239900,0.466307,-0.226407,1,0.497268,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,3,0,0.163500,0.372866,-0.209366,0,0.395264,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,3,0.01,0.174300,0.625337,-0.451037,2,0.635701,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,3,0.1,0.111400,0.575022,-0.463622,2,0.579235,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,5,0,0.124900,0.267745,-0.142845,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,5,0.01,0.159900,0.524708,-0.364808,2,0.540984,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,5,0.1,0.271300,0.585804,-0.314504,4,0.601093,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,7,0,0.257900,0.267745,-0.009845,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,7,0.01,0.127600,0.371069,-0.243469,2,0.375228,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,densenet,robustmerge,7,0.1,0.089800,0.466307,-0.376507,1,0.497268,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,3,0,0.240800,0.367475,-0.126675,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,3,0.01,0.407900,0.612758,-0.204858,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,3,0.1,0.327900,0.522013,-0.194113,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,5,0,0.185100,0.265049,-0.079949,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,5,0.01,0.100600,0.515723,-0.415123,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,5,0.1,0.144700,0.539982,-0.395282,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,7,0,0.124000,0.265948,-0.141948,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,7,0.01,0.157200,0.370171,-0.212971,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,avg,7,0.1,0.235400,0.451932,-0.216532,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,3,0,0.181500,0.367475,-0.185975,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,3,0.01,0.447400,0.612758,-0.165358,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,3,0.1,0.234500,0.522013,-0.287513,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,5,0,0.142900,0.265049,-0.122149,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,5,0.01,0.289300,0.515723,-0.226423,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,5,0.1,0.215600,0.539982,-0.324382,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,7,0,0.070100,0.265948,-0.195848,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,7,0.01,0.196800,0.370171,-0.173371,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,ties,7,0.1,0.267700,0.451932,-0.184232,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,3,0,0.231800,0.367475,-0.135675,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,3,0.01,0.194100,0.612758,-0.418658,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,3,0.1,0.233600,0.522013,-0.288413,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,5,0,0.190500,0.265049,-0.074549,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,5,0.01,0.146500,0.515723,-0.369223,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,5,0.1,0.152700,0.539982,-0.387282,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,7,0,0.142900,0.265948,-0.123048,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,7,0.01,0.171600,0.370171,-0.198571,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_linear,7,0.1,0.178800,0.451932,-0.273132,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,3,0,0.120400,0.367475,-0.247075,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,3,0.01,0.271300,0.612758,-0.341458,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,3,0.1,0.308200,0.522013,-0.213813,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,5,0,0.117700,0.265049,-0.147349,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,5,0.01,0.150000,0.515723,-0.365723,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,5,0.1,0.260600,0.539982,-0.279382,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,7,0,0.096100,0.265948,-0.169848,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,7,0.01,0.117700,0.370171,-0.252471,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,dare_ties,7,0.1,0.239900,0.451932,-0.212032,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,3,0,0.240800,0.367475,-0.126675,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,3,0.01,0.407900,0.612758,-0.204858,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,3,0.1,0.327900,0.522013,-0.194113,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,5,0,0.185100,0.265049,-0.079949,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,5,0.01,0.100600,0.515723,-0.415123,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,5,0.1,0.144700,0.539982,-0.395282,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,7,0,0.124000,0.265948,-0.141948,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,7,0.01,0.157200,0.370171,-0.212971,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,regmean,7,0.1,0.235400,0.451932,-0.216532,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,3,0,0.231800,0.367475,-0.135675,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,3,0.01,0.115900,0.612758,-0.496858,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,3,0.1,0.460000,0.522013,-0.062013,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,5,0,0.173400,0.265049,-0.091649,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,5,0.01,0.118600,0.515723,-0.397123,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,5,0.1,0.151800,0.539982,-0.388182,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,7,0,0.142900,0.265948,-0.123048,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,7,0.01,0.173400,0.370171,-0.196771,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,fisher,7,0.1,0.142900,0.451932,-0.309032,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,3,0,0.142900,0.367475,-0.224575,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,3,0.01,0.173400,0.612758,-0.439358,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,3,0.1,0.124000,0.522013,-0.398013,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,5,0,0.107800,0.265049,-0.157249,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,5,0.01,0.163500,0.515723,-0.352223,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,5,0.1,0.172500,0.539982,-0.367482,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,7,0,0.150900,0.265948,-0.115048,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,7,0.01,0.141100,0.370171,-0.229071,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,breadcrumbs,7,0.1,0.143800,0.451932,-0.308132,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,3,0,0.219200,0.367475,-0.148275,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,3,0.01,0.249800,0.612758,-0.362958,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,3,0.1,0.222800,0.522013,-0.299213,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,5,0,0.162600,0.265049,-0.102449,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,5,0.01,0.108700,0.515723,-0.407023,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,5,0.1,0.122200,0.539982,-0.417782,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,7,0,0.144700,0.265948,-0.121248,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,7,0.01,0.135700,0.370171,-0.234471,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,model_stock,7,0.1,0.133900,0.451932,-0.318032,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,3,0,0.262400,0.367475,-0.105075,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,3,0.01,0.471700,0.612758,-0.141058,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,3,0.1,0.356700,0.522013,-0.165313,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,5,0,0.213800,0.265049,-0.051249,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,5,0.01,0.202200,0.515723,-0.313523,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,5,0.1,0.130300,0.539982,-0.409682,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,7,0,0.206600,0.265948,-0.059348,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,7,0.01,0.270400,0.370171,-0.099771,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,from,7,0.1,0.228200,0.451932,-0.223732,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,3,0,0.248900,0.367475,-0.118575,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,3,0.01,0.364800,0.612758,-0.247958,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,3,0.1,0.332400,0.522013,-0.189613,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,5,0,0.177000,0.265049,-0.088049,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,5,0.01,0.113200,0.515723,-0.402523,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,5,0.1,0.163500,0.539982,-0.376482,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,7,0,0.133000,0.265948,-0.132948,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,7,0.01,0.155400,0.370171,-0.214771,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,iso_c,7,0.1,0.244400,0.451932,-0.207532,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,3,0,0.240800,0.367475,-0.126675,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,3,0.01,0.407900,0.612758,-0.204858,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,3,0.1,0.327900,0.522013,-0.194113,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,5,0,0.186000,0.265049,-0.079049,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,5,0.01,0.100600,0.515723,-0.415123,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,5,0.1,0.145600,0.539982,-0.394382,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,7,0,0.124900,0.265948,-0.141048,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,7,0.01,0.156300,0.370171,-0.213871,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,free_merge,7,0.1,0.233600,0.451932,-0.218332,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,3,0,0.214700,0.367475,-0.152775,0,0.378871,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,3,0.01,0.223700,0.612758,-0.389058,2,0.622951,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,3,0.1,0.221000,0.522013,-0.301013,1,0.533698,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,5,0,0.212900,0.265049,-0.052149,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,5,0.01,0.227300,0.515723,-0.288423,2,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,5,0.1,0.265000,0.539982,-0.274982,4,0.553734,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,7,0,0.203100,0.265948,-0.062848,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,7,0.01,0.164400,0.370171,-0.205771,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,efficientnet,robustmerge,7,0.1,0.158100,0.451932,-0.293832,1,0.484517,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,3,0,0.126700,0.362084,-0.235384,0,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,3,0.01,0.125800,0.599281,-0.473481,2,0.610200,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,3,0.1,0.125800,0.517520,-0.391720,1,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,5,0,0.108700,0.264151,-0.155451,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,5,0.01,0.126700,0.515723,-0.389023,2,0.524590,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,5,0.1,0.105100,0.531896,-0.426796,4,0.537341,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,7,0,0.126700,0.265948,-0.139248,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,7,0.01,0.161700,0.363881,-0.202181,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,avg,7,0.1,0.126700,0.447439,-0.320739,1,0.460838,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,3,0,0.105100,0.362084,-0.256984,0,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,3,0.01,0.138400,0.599281,-0.460881,2,0.610200,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,3,0.1,0.107800,0.517520,-0.409720,1,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,5,0,0.132100,0.264151,-0.132051,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,5,0.01,0.175200,0.515723,-0.340523,2,0.524590,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,5,0.1,0.103300,0.531896,-0.428596,4,0.537341,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,7,0,0.105100,0.265948,-0.160848,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,7,0.01,0.110500,0.363881,-0.253381,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,ties,7,0.1,0.108700,0.447439,-0.338739,1,0.460838,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,3,0,0.108700,0.362084,-0.253384,0,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,3,0.01,0.108700,0.599281,-0.490581,2,0.610200,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,3,0.1,0.108700,0.517520,-0.408820,1,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,5,0,0.125800,0.264151,-0.138351,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,5,0.01,0.126700,0.515723,-0.389023,2,0.524590,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,5,0.1,0.126700,0.531896,-0.405196,4,0.537341,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,7,0,0.107800,0.265948,-0.158148,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,7,0.01,0.108700,0.363881,-0.255181,2,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_linear,7,0.1,0.108700,0.447439,-0.338739,1,0.460838,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_ties,3,0,0.108700,0.362084,-0.253384,0,0.373406,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_ties,3,0.01,0.108700,0.599281,-0.490581,2,0.610200,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_ties,3,0.1,0.108700,0.517520,-0.408820,1,0.535519,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_ties,5,0,0.126700,0.264151,-0.137451,0,0.271403,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_ties,5,0.01,0.108700,0.515723,-0.407023,2,0.524590,formal_accuracy_rows + model_hub_meta_test_acc
chaoshengmnist,small,mobilenet,dare_ties,5,0.1,0.104200,0.531896,-0.427696,4,0.537341,formal_accuracy_rows + model_hub_meta_test_acc
