k,received_client_ids,acc,macro_f1,loss,num_samples,amp_enabled
1,[0],0.17363344051446947,0.05070976912975311,6.048185707427925,3421,False
2,"[0, 1]",0.0710318620286466,0.016580240800976753,3.745611249128652,3421,False
3,"[0, 1, 2]",0.07366267173341129,0.02231651544570923,3.270346315239508,3421,False
4,"[0, 1, 2, 3]",0.1660333235895937,0.06067793071269989,2.928923139652987,3421,False
5,"[0, 1, 2, 3, 4]",0.09938614440222157,0.048525914549827576,2.640119197110062,3421,False
6,"[0, 1, 2, 3, 4, 5]",0.1172171879567378,0.06654437631368637,2.2748237066678714,3421,False
7,"[0, 1, 2, 3, 4, 5, 6]",0.09383221280327389,0.034487850964069366,2.369280335917803,3421,False
