task_type,dataset,model,clip_model,num_clients,beta,seed,method,merge_weight_mode,merged_checkpoint,meta_path
small,chaoshengmnist_224,resnet,,3,0.0,42,my_merge,equal,outputs/my_merge_v3_chao_resnet_c3b0/merged/small/chaoshengmnist_224/resnet/clients_3/beta_0/seed_42/my_merge/merged.pt,outputs/my_merge_v3_chao_resnet_c3b0/merged/small/chaoshengmnist_224/resnet/clients_3/beta_0/seed_42/my_merge/meta.json
