client_id,classes,sampled_num_samples,sampled_class_counts,best_val_acc,test_acc,test_bacc,test_collapse,effective_pred_classes,top_pred_class,test_pred_counts
0,"[3, 4, 0]",3727,"{""3"": 2026, ""4"": 849, ""0"": 852}",0.304907,0.306343,0.367544,0.600409,3,3,"[773, 0, 0, 2054, 594, 0, 0, 0]"
1,"[2, 1, 7]",4909,"{""2"": 1085, ""1"": 2181, ""7"": 1643}",0.397780,0.387898,0.354748,0.417129,3,2,"[0, 1249, 1427, 0, 0, 0, 0, 745]"
2,"[6, 5]",3323,"{""6"": 2330, ""5"": 993}",0.269276,0.270681,0.240951,0.674949,2,6,"[0, 0, 0, 0, 0, 1112, 2309, 0]"
