task_type,dataset,model,clip_model,num_clients,beta,seed,merged_method,comparison_baseline,merged_accuracy,baseline_accuracy,gap_accuracy,merged_balanced_accuracy,baseline_balanced_accuracy,gap_balanced_accuracy,merged_macro_f1,baseline_macro_f1,gap_macro_f1
small,dermamnist_224,resnet,,3,0,42,fisher,best_single_client,0.6688279301745635,0.5770573566084788,0.09177057356608476,0.14285714285714285,0.210007971405796,-0.06715082854865315,0.1145077277773034,0.12272474433019466,-0.008217016552891254
small,dermamnist_224,resnet,,3,0,42,fisher,prob_ensemble,0.6688279301745635,0.48877805486284287,0.18004987531172068,0.14285714285714285,0.24750229096633306,-0.1046451481091902,0.1145077277773034,0.15774302143282856,-0.043235293655525156
small,dermamnist_224,resnet,,3,0,42,fisher,logit_ensemble,0.6688279301745635,0.45536159600997506,0.2134663341645885,0.14285714285714285,0.21743869070588034,-0.0745815478487375,0.1145077277773034,0.1453562250738137,-0.030848497296510305
small,dermamnist_224,resnet,,3,0,42,fisher,oracle_any_correct,0.6688279301745635,0.6648379052369078,0.003990024937655767,0.14285714285714285,0.5293749986112708,-0.38651785575412795,0.1145077277773034,0.3185105981317654,-0.20400287035446202
small,dermamnist_224,resnet,,3,0,42,fisher,oracle_min_loss,0.6688279301745635,0.6648379052369078,0.003990024937655767,0.14285714285714285,0.5293749986112708,-0.38651785575412795,0.1145077277773034,0.3185105981317654,-0.20400287035446202
small,dermamnist_224,resnet,,3,0,42,regmean,best_single_client,0.6389027431421447,0.5770573566084788,0.06184538653366589,0.1613920871897676,0.210007971405796,-0.04861588421602839,0.14850500396415217,0.12272474433019466,0.02578025963395751
small,dermamnist_224,resnet,,3,0,42,regmean,prob_ensemble,0.6389027431421447,0.48877805486284287,0.1501246882793018,0.1613920871897676,0.24750229096633306,-0.08611020377656545,0.14850500396415217,0.15774302143282856,-0.00923801746867639
small,dermamnist_224,resnet,,3,0,42,regmean,logit_ensemble,0.6389027431421447,0.45536159600997506,0.18354114713216962,0.1613920871897676,0.21743869070588034,-0.056046603516112736,0.14850500396415217,0.1453562250738137,0.0031487788903384606
small,dermamnist_224,resnet,,3,0,42,regmean,oracle_any_correct,0.6389027431421447,0.6648379052369078,-0.025935162094763098,0.1613920871897676,0.5293749986112708,-0.3679829114215032,0.14850500396415217,0.3185105981317654,-0.17000559416761324
small,dermamnist_224,resnet,,3,0,42,regmean,oracle_min_loss,0.6389027431421447,0.6648379052369078,-0.025935162094763098,0.1613920871897676,0.5293749986112708,-0.3679829114215032,0.14850500396415217,0.3185105981317654,-0.17000559416761324
small,dermamnist_224,resnet,,3,0,42,from,best_single_client,0.6688279301745635,0.5770573566084788,0.09177057356608476,0.14285714285714285,0.210007971405796,-0.06715082854865315,0.1145077277773034,0.12272474433019466,-0.008217016552891254
small,dermamnist_224,resnet,,3,0,42,from,prob_ensemble,0.6688279301745635,0.48877805486284287,0.18004987531172068,0.14285714285714285,0.24750229096633306,-0.1046451481091902,0.1145077277773034,0.15774302143282856,-0.043235293655525156
small,dermamnist_224,resnet,,3,0,42,from,logit_ensemble,0.6688279301745635,0.45536159600997506,0.2134663341645885,0.14285714285714285,0.21743869070588034,-0.0745815478487375,0.1145077277773034,0.1453562250738137,-0.030848497296510305
small,dermamnist_224,resnet,,3,0,42,from,oracle_any_correct,0.6688279301745635,0.6648379052369078,0.003990024937655767,0.14285714285714285,0.5293749986112708,-0.38651785575412795,0.1145077277773034,0.3185105981317654,-0.20400287035446202
small,dermamnist_224,resnet,,3,0,42,from,oracle_min_loss,0.6688279301745635,0.6648379052369078,0.003990024937655767,0.14285714285714285,0.5293749986112708,-0.38651785575412795,0.1145077277773034,0.3185105981317654,-0.20400287035446202
