k,received_client_ids,acc,macro_f1,loss,num_samples,amp_enabled
1,[0],0.16895644548377667,0.04238758981227875,3.814845909886944,3421,False
2,"[0, 1]",0.0710318620286466,0.01663016714155674,2.2237237386276973,3421,False
3,"[0, 1, 2]",0.09090909090909091,0.02083333395421505,2.525069029419717,3421,False
4,"[0, 1, 2, 3]",0.09090909090909091,0.02083333395421505,2.3698653748982554,3421,False
5,"[0, 1, 2, 3, 4]",0.19467991815258695,0.04073892906308174,2.333340702751024,3421,False
6,"[0, 1, 2, 3, 4, 5]",0.0710318620286466,0.016580240800976753,2.3005923601104237,3421,False
7,"[0, 1, 2, 3, 4, 5, 6]",0.08301666179479684,0.01916329376399517,2.4528787370245206,3421,False
