status,error,seconds,task_type,dataset,model,clip_model,num_clients,beta,seed,split,method,calibration_source,accuracy,balanced_accuracy,macro_f1,mean_precision,loss,num_samples,majority_prediction_ratio,effective_predicted_classes,prediction_entropy,per_class_recall,per_class_precision,per_class_f1,class_support,predicted_class_counts,confusion_matrix_json,updated_at
OK,,20.52,small,bloodmnist_224,resnet,,3,0,42,test,avg,no_image_stats,0.3016661794796843,0.26915681305516104,0.17747897700281773,0.23342227968299806,1.8713609416106403,3421,0.6764104063139433,2.2070125238632974,0.7916398018680582,0.000000 0.004808 0.000000 0.789292 0.000000 0.359155 0.000000 1.000000,0.000000 0.500000 0.000000 0.488770 0.000000 0.675497 0.000000 0.203111,0.000000 0.009524 0.000000 0.603699 0.000000 0.468966 0.000000 0.337644,244 624 311 579 243 284 666 470,0 6 0 935 0 151 15 2314,"[[0,0,0,208,0,26,0,10],[0,3,0,151,0,3,2,465],[0,0,0,18,0,1,0,292],[0,3,0,457,0,18,2,99],[0,0,0,0,0,1,0,242],[0,0,0,83,0,102,11,88],[0,0,0,18,0,0,0,648],[0,0,0,0,0,0,0,470]]",2026-07-03T15:16:18
OK,,20.52,small,bloodmnist_224,resnet,,3,0,42,test,bn_recalibration,no_recalibration,0.3016661794796843,0.26915681305516104,0.17747897700281773,0.23342227968299806,1.8713609416106403,3421,0.6764104063139433,2.2070125238632974,0.7916398018680582,0.000000 0.004808 0.000000 0.789292 0.000000 0.359155 0.000000 1.000000,0.000000 0.500000 0.000000 0.488770 0.000000 0.675497 0.000000 0.203111,0.000000 0.009524 0.000000 0.603699 0.000000 0.468966 0.000000 0.337644,244 624 311 579 243 284 666 470,0 6 0 935 0 151 15 2314,"[[0,0,0,208,0,26,0,10],[0,3,0,151,0,3,2,465],[0,0,0,18,0,1,0,292],[0,3,0,457,0,18,2,99],[0,0,0,0,0,1,0,242],[0,0,0,83,0,102,11,88],[0,0,0,18,0,0,0,648],[0,0,0,0,0,0,0,470]]",2026-07-03T15:16:18
OK,,25.00,small,bloodmnist_224,resnet,,3,0,42,test,fisher,source_val_512,0.42268342589886,0.38212437922348147,0.33388029415960824,0.4001593771503311,1.9638658627819785,3421,0.4712072493422976,4.284452796606837,1.4549928418197215,0.000000 0.027244 0.038585 0.982729 0.588477 0.190141 0.372372 0.857447,0.000000 0.086294 0.113208 0.352978 0.794444 0.729730 0.666667 0.457955,0.000000 0.041413 0.057554 0.519398 0.676123 0.301676 0.477842 0.597037,244 624 311 579 243 284 666 470,0 197 106 1612 180 74 372 880,"[[0,1,0,243,0,0,0,0],[0,17,20,439,0,0,114,34],[0,6,12,51,5,1,5,231],[0,5,0,569,1,0,2,2],[0,2,55,33,143,2,0,8],[0,59,7,158,3,54,3,0],[0,94,5,117,0,0,248,202],[0,13,7,2,28,17,0,403]]",2026-07-03T15:16:43
OK,,24.94,small,bloodmnist_224,resnet,,3,0,42,test,fisher,public_labeled_val_512,0.3767904121601871,0.3575392581335623,0.21952364559805293,0.2455697555196376,2.2133790579012214,3421,0.5016077170418006,2.717568243974515,0.9997374524760172,0.000000 0.000000 0.000000 0.977547 0.000000 0.876761 0.006006 1.000000,0.000000 0.000000 0.000000 0.329837 0.000000 0.598558 0.666667 0.369497,0.000000 0.000000 0.000000 0.493246 0.000000 0.711429 0.011905 0.539610,244 624 311 579 243 284 666 470,0 11 0 1716 0 416 6 1272,"[[0,0,0,243,0,1,0,0],[0,0,0,491,0,12,2,119],[0,0,0,56,0,7,0,248],[0,0,0,566,0,9,0,4],[0,0,0,54,0,84,0,105],[0,0,0,34,0,249,0,1],[0,11,0,272,0,54,4,325],[0,0,0,0,0,0,0,470]]",2026-07-03T15:17:08
OK,,25.02,small,bloodmnist_224,resnet,,3,0,42,test,fisher,public_labeled_reweighted_512,0.40456007015492546,0.36315825152996856,0.2725000604072275,0.405952276021771,1.8137650120436049,3421,0.5211926337328266,3.0260392746329674,1.10725459434108,0.000000 0.000000 0.000000 0.982729 0.004115 0.700704 0.217718 1.000000,0.000000 0.000000 0.000000 0.319125 1.000000 0.904545 0.617021 0.406926,0.000000 0.000000 0.000000 0.481795 0.008197 0.789683 0.321865 0.578462,244 624 311 579 243 284 666 470,0 27 0 1783 1 220 235 1155,"[[0,1,0,243,0,0,0,0],[0,0,0,507,0,1,61,55],[0,0,0,59,0,1,5,246],[0,2,0,569,0,3,2,3],[0,17,0,86,1,15,5,119],[0,1,0,66,0,199,17,1],[0,6,0,253,0,1,145,261],[0,0,0,0,0,0,0,470]]",2026-07-03T15:17:33
OK,,23.09,small,bloodmnist_224,resnet,,3,0,42,test,regmean,source_val_512,0.3048816135632856,0.2949792230107179,0.23399938854142346,0.3120218965082985,1.8476936454070447,3421,0.6544869921075709,2.9487517572392825,1.0813819476664146,0.053279 0.000000 0.000000 0.597582 0.111111 0.552817 0.045045 1.000000,0.433333 0.000000 0.000000 0.630237 0.529412 0.588015 0.105263 0.209915,0.094891 0.000000 0.000000 0.613475 0.183673 0.569873 0.063091 0.346992,244 624 311 579 243 284 666 470,30 0 0 549 51 267 285 2239,"[[13,0,0,150,1,63,2,15],[1,0,0,19,0,4,204,396],[1,0,0,10,0,1,4,295],[15,0,0,346,3,40,19,156],[0,0,0,0,27,1,3,212],[0,0,0,18,20,157,23,66],[0,0,0,6,0,1,30,629],[0,0,0,0,0,0,0,470]]",2026-07-03T15:17:56
OK,,23.28,small,bloodmnist_224,resnet,,3,0,42,test,regmean,public_labeled_val_512,0.3306050862320959,0.3028911321037503,0.2331235515172504,0.3220760536818722,1.92565686031588,3421,0.5276235019000293,3.3544276079818967,1.2102811472191228,0.032787 0.000000 0.000000 0.753022 0.469136 0.056338 0.175676 0.936170,0.421053 0.000000 0.000000 0.503464 0.556098 0.615385 0.236842 0.243767,0.060837 0.000000 0.000000 0.603460 0.508929 0.103226 0.201724 0.386813,244 624 311 579 243 284 666 470,19 0 6 866 205 26 494 1805,"[[8,0,0,208,14,8,3,3],[0,0,0,121,1,0,169,333],[1,0,0,18,0,0,0,292],[10,0,0,436,6,2,57,68],[0,0,3,0,114,0,1,125],[0,0,3,62,40,16,147,16],[0,0,0,21,0,0,117,528],[0,0,0,0,30,0,0,440]]",2026-07-03T15:18:20
OK,,23.37,small,bloodmnist_224,resnet,,3,0,42,test,regmean,public_labeled_reweighted_512,0.31803566208710904,0.29145777713166504,0.2223793587596225,0.29467103254077537,1.9416476073790558,3421,0.5521777258111663,3.2904544402260703,1.191025682966813,0.036885 0.000000 0.000000 0.692573 0.452675 0.028169 0.168168 0.953191,0.391304 0.000000 0.000000 0.519430 0.544554 0.444444 0.220472 0.237163,0.067416 0.000000 0.000000 0.593634 0.494382 0.052980 0.190801 0.379822,244 624 311 579 243 284 666 470,23 0 9 772 202 18 508 1889,"[[9,0,0,204,17,7,3,4],[0,0,0,87,1,0,179,357],[0,0,0,16,1,1,0,293],[13,0,0,401,9,2,56,98],[0,0,3,0,110,0,1,129],[1,0,1,47,47,8,157,23],[0,0,0,17,0,0,112,537],[0,0,5,0,17,0,0,448]]",2026-07-03T15:18:43
OK,,20.20,small,bloodmnist_224,resnet,,3,0,42,test,bn_recalibration,source_val_512,0.45980707395498394,0.4067066882081792,0.32746387209734384,0.580796754911217,1.371661282394128,3421,0.57731657410114,2.978065366355039,1.0912738837707703,0.000000 0.003205 0.000000 0.998273 0.016461 0.795775 0.439940 1.000000,0.000000 1.000000 0.000000 0.292658 1.000000 0.852830 0.960656 0.540230,0.000000 0.006390 0.000000 0.452623 0.032389 0.823315 0.603502 0.701493,244 624 311 579 243 284 666 470,0 2 0 1975 4 265 305 870,"[[0,0,0,244,0,0,0,0],[0,2,0,603,0,8,11,0],[0,0,0,46,0,3,1,261],[0,0,0,578,0,1,0,0],[0,0,0,103,4,27,0,109],[0,0,0,57,0,226,0,1],[0,0,0,344,0,0,293,29],[0,0,0,0,0,0,0,470]]",2026-07-03T15:19:03
OK,,20.19,small,bloodmnist_224,resnet,,3,0,42,test,bn_recalibration,public_labeled_val_512,0.32066647179187374,0.27451050757746726,0.1959393005009499,0.2278614414604147,1.7989299810967645,3421,0.8006430868167203,1.849417506117083,0.6148707279525921,0.000000 0.000000 0.000000 1.000000 0.004115 0.232394 0.000000 0.959574,0.000000 0.000000 0.000000 0.211391 0.333333 0.402439 0.000000 0.875728,0.000000 0.000000 0.000000 0.349005 0.008130 0.294643 0.000000 0.915736,244 624 311 579 243 284 666 470,0 0 0 2739 3 164 0 515,"[[0,0,0,244,0,0,0,0],[0,0,0,624,0,0,0,0],[0,0,0,229,2,16,0,64],[0,0,0,579,0,0,0,0],[0,0,0,161,1,81,0,0],[0,0,0,218,0,66,0,0],[0,0,0,666,0,0,0,0],[0,0,0,18,0,1,0,451]]",2026-07-03T15:19:23
