dataset,task_type,backbone,method,setting,num_clients,beta,accuracy,source_file
bloodmnist,small,vit_t,ties,c5_b0,5,0.0,0.0497,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,ties,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,ties,c5_b0.1,5,0.1,0.1818,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,ties,c7_b0,7,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,ties,c7_b0.01,7,0.01,0.1096,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,ties,c7_b0.1,7,0.1,0.1386,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c3_b0,3,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c3_b0.01,3,0.01,0.2447,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c3_b0.1,3,0.1,0.3052,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c5_b0,5,0.0,0.0854,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c5_b0.01,5,0.01,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c5_b0.1,5,0.1,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c7_b0,7,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c7_b0.01,7,0.01,0.0816,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_linear,c7_b0.1,7,0.1,0.1652,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c3_b0,3,0.0,0.0745,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c3_b0.01,3,0.01,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c3_b0.1,3,0.1,0.0628,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c5_b0,5,0.0,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c5_b0.1,5,0.1,0.0909,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c7_b0,7,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c7_b0.01,7,0.01,0.0816,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,dare_ties,c7_b0.1,7,0.1,0.0675,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c3_b0,3,0.0,0.188,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c3_b0.01,3,0.01,0.1435,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c3_b0.1,3,0.1,0.1929,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c5_b0,5,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c5_b0.01,5,0.01,0.0737,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c5_b0.1,5,0.1,0.1821,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c7_b0,7,0.0,0.166,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c7_b0.01,7,0.01,0.0836,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,regmean,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c3_b0,3,0.0,0.0795,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c3_b0.01,3,0.01,0.0909,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c3_b0.1,3,0.1,0.1795,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c5_b0,5,0.0,0.1216,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c5_b0.1,5,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c7_b0,7,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,fisher,c7_b0.1,7,0.1,0.1938,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c3_b0,3,0.0,0.1786,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c3_b0.1,3,0.1,0.093,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c5_b0,5,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c5_b0.01,5,0.01,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c7_b0,7,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c7_b0.01,7,0.01,0.1584,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,breadcrumbs,c7_b0.1,7,0.1,0.0623,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c3_b0,3,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c3_b0.01,3,0.01,0.249,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c3_b0.1,3,0.1,0.1637,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c5_b0,5,0.0,0.078,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c5_b0.01,5,0.01,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c5_b0.1,5,0.1,0.1868,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c7_b0,7,0.0,0.1742,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c7_b0.01,7,0.01,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,model_stock,c7_b0.1,7,0.1,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c3_b0,3,0.0,0.2207,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c3_b0.01,3,0.01,0.2227,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c3_b0.1,3,0.1,0.097,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c5_b0,5,0.0,0.0833,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c5_b0.01,5,0.01,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c5_b0.1,5,0.1,0.0801,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c7_b0,7,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c7_b0.01,7,0.01,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,from,c7_b0.1,7,0.1,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c3_b0,3,0.0,0.1494,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c3_b0.01,3,0.01,0.0833,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c5_b0,5,0.0,0.0704,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c5_b0.01,5,0.01,0.192,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c5_b0.1,5,0.1,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c7_b0,7,0.0,0.1394,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c7_b0.01,7,0.01,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,iso_c,c7_b0.1,7,0.1,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c3_b0,3,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c3_b0.01,3,0.01,0.2327,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c3_b0.1,3,0.1,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c5_b0,5,0.0,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c5_b0.01,5,0.01,0.1836,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c5_b0.1,5,0.1,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c7_b0,7,0.0,0.1652,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c7_b0.01,7,0.01,0.1695,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,free_merge,c7_b0.1,7,0.1,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c3_b0,3,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c3_b0.1,3,0.1,0.138,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c5_b0,5,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c5_b0.01,5,0.01,0.0608,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c5_b0.1,5,0.1,0.0909,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c7_b0,7,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c7_b0.01,7,0.01,0.0889,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,vit_t,robustmerge,c7_b0.1,7,0.1,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c3_b0,3,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c5_b0,5,0.0,0.0912,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c5_b0.01,5,0.01,0.1932,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c7_b0,7,0.0,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c7_b0.01,7,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,avg,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c3_b0,3,0.0,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c3_b0.01,3,0.01,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c5_b0,5,0.0,0.0909,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c7_b0,7,0.0,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,ties,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c3_b0,3,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c5_b0,5,0.0,0.0921,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c5_b0.01,5,0.01,0.185,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c7_b0,7,0.0,0.2154,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_linear,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c3_b0,3,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c3_b0.01,3,0.01,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c5_b0,5,0.0,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c5_b0.1,5,0.1,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c7_b0,7,0.0,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,dare_ties,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c3_b0,3,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c5_b0,5,0.0,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c5_b0.1,5,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c7_b0,7,0.0,0.1412,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,regmean,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c3_b0,3,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c3_b0.01,3,0.01,0.2151,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c5_b0,5,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c5_b0.1,5,0.1,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c7_b0,7,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,fisher,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c3_b0,3,0.0,0.1751,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c5_b0,5,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c5_b0.01,5,0.01,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c5_b0.1,5,0.1,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c7_b0,7,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c7_b0.01,7,0.01,0.083,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,breadcrumbs,c7_b0.1,7,0.1,0.2087,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c3_b0,3,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c5_b0,5,0.0,0.1915,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c5_b0.01,5,0.01,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c7_b0,7,0.0,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,model_stock,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c3_b0,3,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c5_b0,5,0.0,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c5_b0.01,5,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c7_b0,7,0.0,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,from,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c3_b0,3,0.0,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c3_b0.01,3,0.01,0.2257,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c3_b0.1,3,0.1,0.0088,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c5_b0,5,0.0,0.093,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c5_b0.01,5,0.01,0.2046,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c5_b0.1,5,0.1,0.2189,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c7_b0,7,0.0,0.2026,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c7_b0.01,7,0.01,0.1675,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,iso_c,c7_b0.1,7,0.1,0.14,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c3_b0,3,0.0,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c5_b0,5,0.0,0.0894,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c5_b0.01,5,0.01,0.0976,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c5_b0.1,5,0.1,0.0713,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c7_b0,7,0.0,0.0833,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c7_b0.01,7,0.01,0.3312,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,free_merge,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c3_b0,3,0.0,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c3_b0.01,3,0.01,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c3_b0.1,3,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c5_b0,5,0.0,0.1824,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c5_b0.01,5,0.01,0.1692,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c5_b0.1,5,0.1,0.071,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c7_b0,7,0.0,0.169,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c7_b0.01,7,0.01,0.1947,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,swin_tiny,robustmerge,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c3_b0,3,0.0,0.2821,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c3_b0.01,3,0.01,0.2499,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c3_b0.1,3,0.1,0.2175,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c5_b0,5,0.0,0.2116,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c5_b0.01,5,0.01,0.0874,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c5_b0.1,5,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c7_b0,7,0.0,0.1339,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c7_b0.01,7,0.01,0.0833,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,avg,c7_b0.1,7,0.1,0.1374,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c3_b0,3,0.0,0.1967,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c3_b0.01,3,0.01,0.209,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c3_b0.1,3,0.1,0.1929,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c5_b0,5,0.0,0.1467,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c5_b0.01,5,0.01,0.1991,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c5_b0.1,5,0.1,0.4095,program/MedMNISTMerge/result/bloodmnist(1).md
bloodmnist,small,densenet,ties,c7_b0,7,0.0,0.1915,program/MedMNISTMerge/result/bloodmnist(1).md
