client_id,classes,sampled_num_samples,sampled_class_counts,best_val_acc,test_acc,test_bacc,test_collapse,effective_pred_classes,top_pred_class,test_pred_counts
0,"[3, 4, 0]",1087,"{""3"": 80, ""4"": 779, ""0"": 228}",0.142572,0.140150,0.365621,0.680798,3,4,"[273, 0, 0, 367, 1365, 0, 0]"
1,"[2, 1]",1128,"{""2"": 769, ""1"": 359}",0.157527,0.153616,0.271548,0.873815,2,2,"[0, 253, 1752, 0, 0, 0, 0]"
2,"[6, 5]",4792,"{""6"": 99, ""5"": 4693}",0.681954,0.679801,0.265690,0.981546,2,5,"[0, 0, 0, 0, 0, 1968, 37]"
