task_type,dataset,model,clip_model,num_clients,beta,seed,selected_candidate,client_index,client_name,seen_classes,prior_weight_pi,diagnostic_weight_alpha_all,medical_weight_alpha_morph,acc_A,medical_acc_M,hard_acc_H,margin_Q,focal_acc_F
small,bloodmnist_224,convnext,,3,0.0,42,avg,0,client_0.pt,3 7 5,0.33333333,0.14914969,0.11814976,0.00000000,0.00000000,0.00000000,0.08546142,0.00000000
small,bloodmnist_224,convnext,,3,0.0,42,avg,1,client_1.pt,4 6 0,0.33333333,0.45631996,0.41284373,0.31250000,0.27876022,0.00000000,0.23951770,0.12623961
small,bloodmnist_224,convnext,,3,0.0,42,avg,2,client_2.pt,2 1,0.33333333,0.39453030,0.46900645,0.18750000,0.21976346,0.42857143,0.19758366,0.08091398
small,bloodmnist_224,convnext,,3,0.01,42,avg,0,client_0.pt,6 7,0.33333333,0.38688806,0.33628592,0.18750000,0.14048733,0.00000000,0.14048782,0.03165521
small,bloodmnist_224,convnext,,3,0.01,42,avg,1,client_1.pt,1 4 5,0.33333333,0.26447818,0.29124364,0.06250000,0.07016671,0.14285715,0.07068390,0.01490243
small,bloodmnist_224,convnext,,3,0.01,42,avg,2,client_2.pt,0 2 3 5,0.33333333,0.34863383,0.37247044,0.12500000,0.11751112,0.14285715,0.12037361,0.06686558
small,bloodmnist_224,convnext,,3,0.1,42,morphology,0,client_0.pt,0 2 3 4 5 6 7,0.33333333,0.28754514,0.27178892,0.18750000,0.14048733,0.00000000,0.14036730,0.03169849
small,bloodmnist_224,convnext,,3,0.1,42,morphology,1,client_1.pt,0 1 3 4 5 6,0.33333333,0.42489347,0.45641327,0.31250000,0.27876022,0.00000000,0.29198310,0.15238684
small,bloodmnist_224,convnext,,3,0.1,42,morphology,2,client_2.pt,0 3 7,0.33333333,0.28756142,0.27179781,0.18750000,0.14048733,0.00000000,0.14048196,0.03165539
small,bloodmnist_224,convnext,,5,0.0,42,specialist_client,0,client_0.pt,3 1,0.20000000,0.23200920,0.28731784,0.18750000,0.21976346,0.42857143,0.13572589,0.10554866
small,bloodmnist_224,convnext,,5,0.0,42,specialist_client,1,client_1.pt,4 5,0.20000000,0.13134532,0.13640429,0.06250000,0.07016671,0.14285715,0.07017871,0.01486962
small,bloodmnist_224,convnext,,5,0.0,42,specialist_client,2,client_2.pt,2 0,0.20000000,0.16922349,0.16791368,0.12500000,0.11751112,0.14285715,0.11747486,0.02595012
small,bloodmnist_224,convnext,,5,0.0,42,specialist_client,3,client_3.pt,7,0.20000000,0.19223554,0.15756562,0.18750000,0.14048733,0.00000000,0.14048733,0.03165519
small,bloodmnist_224,convnext,,5,0.0,42,specialist_client,4,client_4.pt,6,0.20000000,0.27518642,0.25079846,0.31250000,0.27876022,0.00000000,0.27876019,0.07175371
small,bloodmnist_224,convnext,,5,0.01,42,morphology,0,client_0.pt,3 4,0.20000000,0.15142044,0.16234358,0.06250000,0.07016671,0.14285715,0.06887940,0.01513526
small,bloodmnist_224,convnext,,5,0.01,42,morphology,1,client_1.pt,4 5 6,0.20000000,0.15678237,0.18539228,0.06250000,0.09879406,0.14285715,0.10052613,0.02175072
small,bloodmnist_224,convnext,,5,0.01,42,morphology,2,client_2.pt,0,0.20000000,0.15232794,0.16589394,0.06250000,0.07451712,0.14285715,0.07451712,0.01584819
small,bloodmnist_224,convnext,,5,0.01,42,morphology,3,client_3.pt,6,0.20000000,0.31759241,0.29869422,0.31250000,0.27876022,0.00000000,0.27876014,0.07175371
small,bloodmnist_224,convnext,,5,0.01,42,morphology,4,client_4.pt,1 2 7,0.20000000,0.22187690,0.18767592,0.18750000,0.14048733,0.00000000,0.14057675,0.03170177
small,bloodmnist_224,convnext,,5,0.1,42,specialist_client,0,client_0.pt,0 1 3 4 5 7,0.20000000,0.14245230,0.13854295,0.06250000,0.07016671,0.14285715,0.10255802,0.02469560
small,bloodmnist_224,convnext,,5,0.1,42,specialist_client,1,client_1.pt,0 1 2 5 6 7,0.20000000,0.29515436,0.26002565,0.31250000,0.27876022,0.00000000,0.26615649,0.17292569
small,bloodmnist_224,convnext,,5,0.1,42,specialist_client,2,client_2.pt,0 1 2 5,0.20000000,0.14203916,0.15339962,0.06250000,0.09879406,0.14285715,0.09627553,0.02931587
small,bloodmnist_224,convnext,,5,0.1,42,specialist_client,3,client_3.pt,2 6,0.20000000,0.17690091,0.16480659,0.12500000,0.11751112,0.14285715,0.11836254,0.02607166
small,bloodmnist_224,convnext,,5,0.1,42,specialist_client,4,client_4.pt,1 2 3 4 7,0.20000000,0.24345328,0.28322518,0.18750000,0.21976346,0.42857143,0.13895379,0.11271042
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,0,client_0.pt,3 0,0.14285714,0.06687752,0.05445040,0.00000000,0.00000000,0.00000000,0.02267453,0.00000000
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,1,client_1.pt,4,0.14285714,0.10734432,0.11156785,0.06250000,0.07016671,0.14285715,0.07016671,0.01486793
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,2,client_2.pt,2,0.14285714,0.13830629,0.13734376,0.12500000,0.11751112,0.14285715,0.11751516,0.02594107
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,3,client_3.pt,7,0.14285714,0.15710998,0.12887754,0.18750000,0.14048733,0.00000000,0.14048733,0.03165519
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,4,client_4.pt,6,0.14285714,0.22490394,0.20513541,0.31250000,0.27876022,0.00000000,0.27876016,0.07175371
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,5,client_5.pt,1,0.14285714,0.19463515,0.23548549,0.18750000,0.21976346,0.42857143,0.21976349,0.05332840
small,bloodmnist_224,convnext,,7,0.0,42,specialist_client,6,client_6.pt,5,0.14285714,0.11082281,0.12713960,0.06250000,0.09879406,0.14285715,0.09879407,0.02145447
small,bloodmnist_224,convnext,,7,0.01,42,avg,0,client_0.pt,5,0.14285714,0.08550778,0.10006699,0.06250000,0.09879406,0.14285715,0.09879415,0.02145447
small,bloodmnist_224,convnext,,7,0.01,42,avg,1,client_1.pt,4 7,0.14285714,0.15713863,0.19476900,0.18750000,0.21976346,0.42857143,0.25756192,0.12310742
small,bloodmnist_224,convnext,,7,0.01,42,avg,2,client_2.pt,4,0.14285714,0.18237270,0.17273107,0.31250000,0.27876022,0.00000000,0.33576190,0.14736487
small,bloodmnist_224,convnext,,7,0.01,42,avg,3,client_3.pt,6,0.14285714,0.17352957,0.16145466,0.31250000,0.27876022,0.00000000,0.27876022,0.07175371
small,bloodmnist_224,convnext,,7,0.01,42,avg,4,client_4.pt,2 3 5,0.14285714,0.10671291,0.10809801,0.12500000,0.11751112,0.14285715,0.11751112,0.02594090
small,bloodmnist_224,convnext,,7,0.01,42,avg,5,client_5.pt,1 4 7,0.14285714,0.12122218,0.10143533,0.18750000,0.14048733,0.00000000,0.14049333,0.03165597
small,bloodmnist_224,convnext,,7,0.01,42,avg,6,client_6.pt,0 3 6,0.14285714,0.17351629,0.16144490,0.31250000,0.27876022,0.00000000,0.27858147,0.07177458
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,0,client_0.pt,0 2 6,0.14285714,0.19247195,0.17561029,0.31250000,0.27876022,0.00000000,0.27851793,0.07183725
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,1,client_1.pt,0 1 2 3 5 7,0.14285714,0.13446404,0.11033712,0.18750000,0.14048733,0.00000000,0.14040974,0.03174055
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,2,client_2.pt,0 2 5 7,0.14285714,0.11837221,0.11758154,0.12500000,0.11751112,0.14285715,0.11751541,0.02594115
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,3,client_3.pt,2 3 4 5 6,0.14285714,0.12001058,0.12217518,0.06250000,0.07451712,0.14285715,0.35428965,0.05753704
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,4,client_4.pt,1 4 6 7,0.14285714,0.13446367,0.11204254,0.18750000,0.14048733,0.00000000,0.12009241,0.06108208
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,5,client_5.pt,0 1 3 5 6 7,0.14285714,0.13041706,0.15404029,0.12500000,0.15655752,0.28571430,0.15522647,0.03842928
small,bloodmnist_224,convnext,,7,0.1,42,specialist_client,6,client_6.pt,0 1 5 6 7,0.14285714,0.16980046,0.20821306,0.18750000,0.21976346,0.42857143,0.20765084,0.12264164
small,bloodmnist_224,resnet,,3,0.0,42,consensus,0,client_0.pt,3 7 5,0.33333333,0.32983831,0.33468765,0.25000000,0.23928139,0.14285715,0.20502861,0.08142674
small,bloodmnist_224,resnet,,3,0.0,42,consensus,1,client_1.pt,4 6 0,0.33333333,0.44021106,0.43686429,0.37500000,0.34892696,0.14285715,0.35540950,0.10081125
small,bloodmnist_224,resnet,,3,0.0,42,consensus,2,client_2.pt,2 1,0.33333333,0.22995070,0.22844812,0.12500000,0.11751112,0.14285715,0.14037183,0.02666533
small,bloodmnist_224,resnet,,3,0.01,42,consensus,0,client_0.pt,6 7,0.33333333,0.47904143,0.41089880,0.50000000,0.41924757,0.00000000,0.41337517,0.12854606
small,bloodmnist_224,resnet,,3,0.01,42,consensus,1,client_1.pt,1 4 5,0.33333333,0.24609686,0.28175923,0.12500000,0.16896078,0.28571430,0.25889614,0.04518898
small,bloodmnist_224,resnet,,3,0.01,42,consensus,2,client_2.pt,0 2 3 5,0.33333333,0.27486178,0.30734199,0.18750000,0.21630517,0.28571430,0.17917535,0.07686299
small,bloodmnist_224,resnet,,3,0.1,42,consensus,0,client_0.pt,0 2 3 4 5 6 7,0.33333333,0.41167039,0.38313916,0.25000000,0.19756141,0.00000000,0.20978442,0.04854768
small,bloodmnist_224,resnet,,3,0.1,42,consensus,1,client_1.pt,0 1 3 4 5 6,0.33333333,0.24898219,0.31064701,0.06250000,0.09879406,0.14285715,0.14163917,0.02256931
small,bloodmnist_224,resnet,,3,0.1,42,consensus,2,client_2.pt,0 3 7,0.33333333,0.33934742,0.30621389,0.18750000,0.14048733,0.00000000,0.14202581,0.03171512
small,bloodmnist_224,resnet,,5,0.0,42,avg,0,client_0.pt,3 1,0.20000000,0.09799293,0.08533284,0.00000000,0.00000000,0.00000000,0.04244028,0.00000000
small,bloodmnist_224,resnet,,5,0.0,42,avg,1,client_1.pt,4 5,0.20000000,0.15923108,0.19485989,0.06250000,0.09879406,0.14285715,0.11017900,0.02174652
small,bloodmnist_224,resnet,,5,0.0,42,avg,2,client_2.pt,2 0,0.20000000,0.19731875,0.20953181,0.12500000,0.11751112,0.14285715,0.12244552,0.02612422
small,bloodmnist_224,resnet,,5,0.0,42,avg,3,client_3.pt,7,0.20000000,0.22352035,0.19619529,0.18750000,0.14048733,0.00000000,0.14199370,0.03171464
small,bloodmnist_224,resnet,,5,0.0,42,avg,4,client_4.pt,6,0.20000000,0.32193685,0.31408021,0.31250000,0.27876022,0.00000000,0.29317632,0.07319392
small,bloodmnist_224,resnet,,5,0.01,42,morphology,0,client_0.pt,3 4,0.20000000,0.07631395,0.06455042,0.00000000,0.00000000,0.00000000,0.02629225,0.00000000
small,bloodmnist_224,resnet,,5,0.01,42,morphology,1,client_1.pt,4 5 6,0.20000000,0.27675128,0.29985964,0.31250000,0.31816980,0.14285715,0.33776549,0.12139892
small,bloodmnist_224,resnet,,5,0.01,42,morphology,2,client_2.pt,0,0.20000000,0.12598611,0.13735929,0.06250000,0.07451712,0.14285715,0.10421415,0.01653007
small,bloodmnist_224,resnet,,5,0.01,42,morphology,3,client_3.pt,6,0.20000000,0.25638226,0.24290390,0.31250000,0.27876022,0.00000000,0.28812009,0.07270217
small,bloodmnist_224,resnet,,5,0.01,42,morphology,4,client_4.pt,1 2 7,0.20000000,0.26456633,0.25532681,0.31250000,0.25799844,0.14285715,0.26829934,0.07374742
small,bloodmnist_224,resnet,,5,0.1,42,specialist_client,0,client_0.pt,0 1 3 4 5 7,0.20000000,0.21254088,0.22474094,0.31250000,0.30944812,0.28571430,0.35764709,0.13160065
small,bloodmnist_224,resnet,,5,0.1,42,specialist_client,1,client_1.pt,0 1 2 5 6 7,0.20000000,0.27528214,0.26952475,0.50000000,0.45865709,0.14285715,0.40365675,0.19166702
small,bloodmnist_224,resnet,,5,0.1,42,specialist_client,2,client_2.pt,0 1 2 5,0.20000000,0.15455762,0.17495416,0.18750000,0.21630517,0.28571430,0.22431646,0.05638669
small,bloodmnist_224,resnet,,5,0.1,42,specialist_client,3,client_3.pt,2 6,0.20000000,0.24914713,0.23933384,0.43750000,0.39627135,0.14285715,0.39445919,0.11845727
small,bloodmnist_224,resnet,,5,0.1,42,specialist_client,4,client_4.pt,1 2 3 4 7,0.20000000,0.10847228,0.09144638,0.12500000,0.10255420,0.00000000,0.12588480,0.03495837
small,bloodmnist_224,resnet,,7,0.0,42,consensus,0,client_0.pt,3 0,0.14285714,0.06397469,0.05219933,0.00000000,0.00000000,0.00000000,0.00281647,0.00000000
small,bloodmnist_224,resnet,,7,0.0,42,consensus,1,client_1.pt,4,0.14285714,0.11068058,0.11416711,0.06250000,0.07016671,0.14285715,0.11499084,0.01568376
small,bloodmnist_224,resnet,,7,0.0,42,consensus,2,client_2.pt,2,0.14285714,0.13896799,0.13783607,0.12500000,0.11751112,0.14285715,0.14017868,0.02691410
small,bloodmnist_224,resnet,,7,0.0,42,consensus,3,client_3.pt,7,0.14285714,0.15519051,0.12751761,0.18750000,0.14048733,0.00000000,0.14116389,0.03168650
small,bloodmnist_224,resnet,,7,0.0,42,consensus,4,client_4.pt,6,0.14285714,0.22395787,0.20452303,0.31250000,0.27876022,0.00000000,0.29595953,0.07350122
small,bloodmnist_224,resnet,,7,0.0,42,consensus,5,client_5.pt,1,0.14285714,0.19268699,0.23376493,0.18750000,0.21976346,0.42857143,0.22006969,0.06013408
small,bloodmnist_224,resnet,,7,0.0,42,consensus,6,client_6.pt,5,0.14285714,0.11454145,0.12999190,0.06250000,0.09879406,0.14285715,0.14689420,0.02349101
small,bloodmnist_224,resnet,,7,0.01,42,consensus,0,client_0.pt,5,0.14285714,0.10406536,0.12488224,0.06250000,0.09879406,0.14285715,0.10997317,0.02176054
small,bloodmnist_224,resnet,,7,0.01,42,consensus,1,client_1.pt,4 7,0.14285714,0.14767404,0.12712422,0.18750000,0.14048733,0.00000000,0.15751521,0.03251985
small,bloodmnist_224,resnet,,7,0.01,42,consensus,2,client_2.pt,4,0.14285714,0.12293857,0.12950349,0.06250000,0.07016671,0.14285715,0.29583582,0.03325747
small,bloodmnist_224,resnet,,7,0.01,42,consensus,3,client_3.pt,6,0.14285714,0.21150200,0.20227760,0.31250000,0.27876022,0.00000000,0.30333602,0.07426954
small,bloodmnist_224,resnet,,7,0.01,42,consensus,4,client_4.pt,2 3 5,0.14285714,0.09223864,0.08350854,0.06250000,0.05707407,0.00000000,0.08287599,0.01244749
small,bloodmnist_224,resnet,,7,0.01,42,consensus,5,client_5.pt,1 4 7,0.14285714,0.18681526,0.18520091,0.25000000,0.21065405,0.14285715,0.20938841,0.06400653
small,bloodmnist_224,resnet,,7,0.01,42,consensus,6,client_6.pt,0 3 6,0.14285714,0.13476613,0.14750296,0.12500000,0.13217348,0.14285715,0.15910408,0.05898684
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,0,client_0.pt,0 2 6,0.14285714,0.08353858,0.08030558,0.12500000,0.11751112,0.14285715,0.12222692,0.02609937
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,1,client_1.pt,0 1 2 3 5 7,0.14285714,0.14196506,0.13775611,0.31250000,0.29635546,0.14285715,0.28396115,0.08873658
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,2,client_2.pt,0 2 5 7,0.14285714,0.16697766,0.16953710,0.37500000,0.35679251,0.28571430,0.33461723,0.11412907
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,3,client_3.pt,2 3 4 5 6,0.14285714,0.11135191,0.12519187,0.18750000,0.21630517,0.28571430,0.19462900,0.08421569
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,4,client_4.pt,1 4 6 7,0.14285714,0.13285370,0.11318718,0.31250000,0.25752819,0.00000000,0.22382973,0.09393434
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,5,client_5.pt,0 1 3 5 6 7,0.14285714,0.14588468,0.14245424,0.31250000,0.29918399,0.14285715,0.32961768,0.11254412
small,bloodmnist_224,resnet,,7,0.1,42,specialist_client,6,client_6.pt,0 1 5 6 7,0.14285714,0.21742842,0.23156792,0.50000000,0.48974296,0.42857143,0.47726622,0.24193402
small,bloodmnist_224,swin_tiny,,3,0.0,42,prototype_head,0,client_0.pt,3 7 5,0.33333333,0.27249733,0.22631027,0.18750000,0.14048733,0.00000000,0.14048733,0.03165519
small,bloodmnist_224,swin_tiny,,3,0.0,42,prototype_head,1,client_1.pt,4 6 0,0.33333333,0.39008164,0.36021984,0.31250000,0.27876022,0.00000000,0.27876022,0.07175371
small,bloodmnist_224,swin_tiny,,3,0.0,42,prototype_head,2,client_2.pt,2 1,0.33333333,0.33742094,0.41346994,0.18750000,0.21976346,0.42857143,0.21837552,0.05405068
small,bloodmnist_224,swin_tiny,,3,0.01,42,morph_anchor,0,client_0.pt,6 7,0.33333333,0.38387039,0.33625171,0.18750000,0.14048733,0.00000000,0.14048754,0.03165520
small,bloodmnist_224,swin_tiny,,3,0.01,42,morph_anchor,1,client_1.pt,1 4 5,0.33333333,0.26264665,0.29146555,0.06250000,0.07016671,0.14285715,0.07137830,0.01520379
small,bloodmnist_224,swin_tiny,,3,0.01,42,morph_anchor,2,client_2.pt,0 2 3 5,0.33333333,0.35348299,0.37228274,0.12500000,0.11751112,0.14285715,0.17584343,0.02943013
small,bloodmnist_224,swin_tiny,,3,0.1,42,specialist_client,0,client_0.pt,0 2 3 4 5 6 7,0.33333333,0.28595343,0.26864967,0.18750000,0.14048733,0.00000000,0.14016438,0.03214950
small,bloodmnist_224,swin_tiny,,3,0.1,42,specialist_client,1,client_1.pt,0 1 3 4 5 6,0.33333333,0.42809686,0.46277407,0.31250000,0.27876022,0.00000000,0.28877306,0.19932094
small,bloodmnist_224,swin_tiny,,3,0.1,42,specialist_client,2,client_2.pt,0 3 7,0.33333333,0.28594977,0.26857632,0.18750000,0.14048733,0.00000000,0.14048736,0.03165519
small,bloodmnist_224,swin_tiny,,5,0.0,42,prototype_head,0,client_0.pt,3 1,0.20000000,0.23659965,0.28766885,0.18750000,0.21976346,0.42857143,0.21874639,0.05347433
small,bloodmnist_224,swin_tiny,,5,0.0,42,prototype_head,1,client_1.pt,4 5,0.20000000,0.13058443,0.13635822,0.06250000,0.07016671,0.14285715,0.07039253,0.01490027
small,bloodmnist_224,swin_tiny,,5,0.0,42,prototype_head,2,client_2.pt,2 0,0.20000000,0.16820833,0.16782668,0.12500000,0.11751112,0.14285715,0.11750800,0.02594489
small,bloodmnist_224,swin_tiny,,5,0.0,42,prototype_head,3,client_3.pt,7,0.20000000,0.19107807,0.15748157,0.18750000,0.14048733,0.00000000,0.14048733,0.03165519
small,bloodmnist_224,swin_tiny,,5,0.0,42,prototype_head,4,client_4.pt,6,0.20000000,0.27352950,0.25066468,0.31250000,0.27876022,0.00000000,0.27876022,0.07175371
small,bloodmnist_224,swin_tiny,,5,0.01,42,prototype_head,0,client_0.pt,3 4,0.20000000,0.08033483,0.06548326,0.00000000,0.00000000,0.00000000,0.01682777,0.00000000
small,bloodmnist_224,swin_tiny,,5,0.01,42,prototype_head,1,client_1.pt,4 5 6,0.20000000,0.27265796,0.24894747,0.31250000,0.27876022,0.00000000,0.27875715,0.07175413
small,bloodmnist_224,swin_tiny,,5,0.01,42,prototype_head,2,client_2.pt,0,0.20000000,0.13077603,0.13826486,0.06250000,0.07451712,0.14285715,0.07451712,0.01584819
small,bloodmnist_224,swin_tiny,,5,0.01,42,prototype_head,3,client_3.pt,6,0.20000000,0.27265832,0.24894774,0.31250000,0.27876022,0.00000000,0.27876022,0.07175371
small,bloodmnist_224,swin_tiny,,5,0.01,42,prototype_head,4,client_4.pt,1 2 7,0.20000000,0.24357283,0.29835665,0.18750000,0.21976346,0.42857143,0.22533001,0.13179739
small,bloodmnist_224,swin_tiny,,5,0.1,42,prototype_head,0,client_0.pt,0 1 3 4 5 7,0.20000000,0.19538857,0.16413015,0.18750000,0.14048733,0.00000000,0.13746461,0.03354821
small,bloodmnist_224,swin_tiny,,5,0.1,42,prototype_head,1,client_1.pt,0 1 2 5 6 7,0.20000000,0.28625503,0.27407321,0.31250000,0.27876022,0.00000000,0.26507461,0.16053603
small,bloodmnist_224,swin_tiny,,5,0.1,42,prototype_head,2,client_2.pt,0 1 2 5,0.20000000,0.10142725,0.08425406,0.00000000,0.00000000,0.00000000,0.16183484,0.00000000
small,bloodmnist_224,swin_tiny,,5,0.1,42,prototype_head,3,client_3.pt,2 6,0.20000000,0.17385922,0.17656502,0.12500000,0.11751112,0.14285715,0.12806141,0.02907053
small,bloodmnist_224,swin_tiny,,5,0.1,42,prototype_head,4,client_4.pt,1 2 3 4 7,0.20000000,0.24306993,0.30097753,0.18750000,0.21976346,0.42857143,0.22190166,0.05839365
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,0,client_0.pt,3 0,0.14285714,0.06778241,0.05518600,0.00000000,0.00000000,0.00000000,0.03193517,0.00000000
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,1,client_1.pt,4,0.14285714,0.10724028,0.11148109,0.06250000,0.07016671,0.14285715,0.07016671,0.01486793
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,2,client_2.pt,2,0.14285714,0.13817179,0.13723658,0.12500000,0.11751112,0.14285715,0.11751112,0.02594090
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,3,client_3.pt,7,0.14285714,0.15695770,0.12877733,0.18750000,0.14048733,0.00000000,0.14048733,0.03165519
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,4,client_4.pt,6,0.14285714,0.22468595,0.20497589,0.31250000,0.27876022,0.00000000,0.27876022,0.07175371
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,5,client_5.pt,1,0.14285714,0.19444652,0.23530236,0.18750000,0.21976346,0.42857143,0.21976346,0.05332840
small,bloodmnist_224,swin_tiny,,7,0.0,42,prototype_head,6,client_6.pt,5,0.14285714,0.11071540,0.12704073,0.06250000,0.09879406,0.14285715,0.09879406,0.02145447
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,0,client_0.pt,5,0.14285714,0.10304236,0.12294834,0.06250000,0.09879406,0.14285715,0.09879406,0.02145447
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,1,client_1.pt,4 7,0.14285714,0.10477789,0.11360224,0.06250000,0.07016671,0.14285715,0.10464785,0.03872231
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,2,client_2.pt,4,0.14285714,0.09980808,0.10788994,0.06250000,0.07016671,0.14285715,0.07016677,0.01486793
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,3,client_3.pt,6,0.14285714,0.20911428,0.19837296,0.31250000,0.27876022,0.00000000,0.27876022,0.07175371
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,4,client_4.pt,2 3 5,0.14285714,0.12863165,0.13284843,0.12500000,0.11751112,0.14285715,0.11784756,0.02598451
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,5,client_5.pt,1 4 7,0.14285714,0.14584938,0.12618753,0.18750000,0.14048733,0.00000000,0.11966302,0.05831836
small,bloodmnist_224,swin_tiny,,7,0.01,42,prototype_head,6,client_6.pt,0 3 6,0.14285714,0.20877640,0.19815059,0.31250000,0.27876022,0.00000000,0.27466595,0.07265975
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,0,client_0.pt,0 2 6,0.14285714,0.18851297,0.18650535,0.31250000,0.27876022,0.00000000,0.27073097,0.07593805
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,1,client_1.pt,0 1 2 3 5 7,0.14285714,0.13200738,0.11730265,0.18750000,0.14048733,0.00000000,0.14004514,0.03234506
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,2,client_2.pt,0 2 5 7,0.14285714,0.13553730,0.12224226,0.18750000,0.14048733,0.00000000,0.15913254,0.06267225
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,3,client_3.pt,2 3 4 5 6,0.14285714,0.11623321,0.12498713,0.12500000,0.11751112,0.14285715,0.11780081,0.02598561
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,4,client_4.pt,1 4 6 7,0.14285714,0.13200435,0.11725758,0.18750000,0.14048733,0.00000000,0.14048615,0.03165830
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,5,client_5.pt,0 1 3 5 6 7,0.14285714,0.16369323,0.21444063,0.18750000,0.21976346,0.42857143,0.22103916,0.05411347
small,bloodmnist_224,swin_tiny,,7,0.1,42,specialist_client,6,client_6.pt,0 1 5 6 7,0.14285714,0.13201164,0.11726438,0.18750000,0.14048733,0.00000000,0.14056399,0.03166556
small,bloodmnist_224,vit_t,,3,0.0,42,prototype_head,0,client_0.pt,3 7 5,0.33333333,0.38961327,0.34072089,0.18750000,0.14048733,0.00000000,0.14049856,0.03165569
small,bloodmnist_224,vit_t,,3,0.0,42,prototype_head,1,client_1.pt,4 6 0,0.33333333,0.26634350,0.29508159,0.06250000,0.07016671,0.14285715,0.07071778,0.01487732
small,bloodmnist_224,vit_t,,3,0.0,42,prototype_head,2,client_2.pt,2 1,0.33333333,0.34404323,0.36419749,0.12500000,0.11751112,0.14285715,0.12088352,0.02698539
small,bloodmnist_224,vit_t,,3,0.01,42,prototype_head,0,client_0.pt,6 7,0.33333333,0.38998958,0.34105560,0.18750000,0.14048733,0.00000000,0.14048940,0.03165531
small,bloodmnist_224,vit_t,,3,0.01,42,prototype_head,1,client_1.pt,1 4 5,0.33333333,0.26669648,0.29548401,0.06250000,0.07016671,0.14285715,0.07096291,0.01504547
small,bloodmnist_224,vit_t,,3,0.01,42,prototype_head,2,client_2.pt,0 2 3 5,0.33333333,0.34331396,0.36346030,0.12500000,0.11751112,0.14285715,0.11751795,0.02594118
small,bloodmnist_224,vit_t,,3,0.1,42,prototype_head,0,client_0.pt,0 2 3 4 5 6 7,0.33333333,0.36688274,0.33246854,0.18750000,0.14048733,0.00000000,0.14025961,0.03170643
small,bloodmnist_224,vit_t,,3,0.1,42,prototype_head,1,client_1.pt,0 1 3 4 5 6,0.33333333,0.26618800,0.33503067,0.06250000,0.09879406,0.14285715,0.12692934,0.02425359
small,bloodmnist_224,vit_t,,3,0.1,42,prototype_head,2,client_2.pt,0 3 7,0.33333333,0.36692923,0.33250079,0.18750000,0.14048733,0.00000000,0.14048496,0.03165526
small,bloodmnist_224,vit_t,,5,0.0,42,prototype_head,0,client_0.pt,3 1,0.20000000,0.09360009,0.08304892,0.00000000,0.00000000,0.00000000,0.00298742,0.00000000
small,bloodmnist_224,vit_t,,5,0.0,42,prototype_head,1,client_1.pt,4 5,0.20000000,0.15501951,0.17550033,0.06250000,0.07016671,0.14285715,0.07016698,0.01486794
small,bloodmnist_224,vit_t,,5,0.0,42,prototype_head,2,client_2.pt,2 0,0.20000000,0.19970021,0.21603459,0.12500000,0.11751112,0.14285715,0.11719587,0.02609271
small,bloodmnist_224,vit_t,,5,0.0,42,prototype_head,3,client_3.pt,7,0.20000000,0.22688791,0.20272931,0.18750000,0.14048733,0.00000000,0.14048889,0.03165527
small,bloodmnist_224,vit_t,,5,0.0,42,prototype_head,4,client_4.pt,6,0.20000000,0.32479230,0.32268685,0.31250000,0.27876022,0.00000000,0.27876520,0.07175720
